% Model:              buoyancy_free.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 10 2025, 17:40
% Dimension:          2
% Nodes:              4256
% Expressions:        7
% Description:        Temperature
% Length unit:        m
% x                       y                        T (K) @ Ra=1             T (K) @ Ra=10            T (K) @ Ra=100           T (K) @ Ra=1000          T (K) @ Ra=10000         T (K) @ Ra=1E5           T (K) @ Ra=1E6
1                         0.94                     1                        1                        1                        1                        1                        1                        1
0.9906859752085859        0.9344990060534587       0.990690164443032        0.9907277624953735       0.9910928923197567       0.9935224244157187       0.9942534197773295       0.9918080207672954       0.9842355128052495
0.9107190735749576        0.9842990039428421       0.9107592836633115       0.9111202323225841       0.9146319416160207       0.9384221782437733       0.9489929324920537       0.9391108790085873       0.9245254755986058
0.92059524985234          1                        0.9206310231034686       0.9209521409468627       0.9240760225098842       0.9452200867584853       0.9545097172520696       0.9455081964044246       0.9327291278218833
1                         0.95                     1                        1                        1                        1                        1                        1                        1
0.9907246460450257        0.944611287623912        0.9907288234469985       0.9907663164052343       0.9911305327383914       0.9935615907101351       0.9943676298753285       0.9922724371062118       0.9860925114122915
0.9304266092600769        0.9847018342217051       0.9304579759063017       0.9307395315603969       0.9334779345496255       0.9519752095803575       0.9598816927924555       0.9513877190319092       0.9380990615023341
0.9406232719670896        1                        0.9406500448767269       0.9408903643349374       0.9432275567311637       0.9590055844041078       0.9656934269905769       0.9583122458785868       0.9470565749282889
1                         0.96                     1                        1                        1                        1                        1                        1                        1
0.9909793271753461        0.9547835084999015       0.990983393328898        0.99101988874452         0.9913745051951369       0.9937477919411332       0.9945933995099346       0.9928253365263103       0.9880492013256054
0.9498164826167715        0.9852253989361365       0.9498391182223934       0.9500422969267203       0.9520179550371816       0.9653348364665445       0.9708482647526512       0.9642057980399842       0.9531839357218267
0.9594612799392036        1                        0.959479565279532        0.9596436953099557       0.9612396154177066       0.9719944394009586       0.9764302161896893       0.9710208570372189       0.9621895416117635
0.9917690304886917        0.964629852455787        0.9917727423987374       0.9918060590196022       0.9921298545480804       0.9943014272620742       0.9951153743122109       0.9936846759667751       0.9902508532171058
1                         0.97                     1                        1                        1                        1                        1                        1                        1
0.9658013252826376        0.9866443554555564       0.9658167524895339       0.9659552264526504       0.9673015513781454       0.9763661950418819       0.9800480381927192       0.9752904788811277       0.9670548496953879
0.9756136221119599        1                        0.9756246227613268       0.9757233640966317       0.9766833820037387       0.9831468590418467       0.9857703745619775       0.982374919429665        0.9765681969197774
0.9921227986704666        0.9743278609949785       0.992126351813532        0.9921582439071001       0.9924682433152071       0.9945505546413126       0.9953584291920999       0.9941101200913404       0.9914699061146294
1                         0.98                     1                        1                        1                        1                        1                        1                        1
0.9819040086198443        0.9892228768944482       0.9819121718637546       0.981985444304341        0.9826977942476446       0.9874908755650205       0.9894147709516361       0.9868150630156319       0.9821649176156654
0.988965739794203         1                        0.9889707173861066       0.9890153958075736       0.9894497629589639       0.9923728379003688       0.9935491386890564       0.9919753308420094       0.9891988490875728
0.9921985707992129        0.9839893360824573       0.9922020900126479       0.9922336778941973       0.9925407522781863       0.9946055392223334       0.9954236237677069       0.9942595228875195       0.9920360994420826
1                         0.99                     1                        1                        1                        1                        1                        1                        1
1                         1                        1                        1                        1                        1                        1                        1                        1
0.993012591305412         0.9923743349835106       0.9930157433506428       0.993044035753764        0.9933190896066811       0.9951695999488038       0.9959107548897744       0.9949004000158856       0.9930767715149782
0.014632299030449877      0.020934779503133546     0.014625698775828838     0.014566456187367757     0.013990563409817297     0.01011959501033557      0.008596327895041656     0.010819809535510417     0.015231770916243396
0.016533754927397948      0.02978171392112844      0.016526297643077368     0.016459363321110764     0.015808776676713234     0.011440856697130417     0.009763309331886237     0.01245363598114285      0.018425815059715845
0.01849047799964393       0.06073413035510019      0.018482154381312958     0.018407449322731598     0.017681838387967126     0.01284512399390531      0.01130303088920935      0.015763514014547217     0.029411144315598523
0.01792932714982147       0.0708485590599819       0.017921269314348284     0.01784895200820114      0.017146760409109656     0.012482398341445586     0.011157524974576423     0.0162228392614583       0.03222985625497026
0.017839604630638776      0.0910102738809234       0.017831628934954175     0.017760054126471664     0.01706559071839547      0.0124906726289812       0.011597142528712414     0.01840387127621883      0.03951709536121386
0.017963032409596357      0.08101217002043609      0.01795497718728514      0.017882685840016097     0.01718099079103019      0.012537734306411164     0.011404877238947076     0.01730457867446313      0.035974693951367105
0.018705948807725345      0.0502105475077291       0.018697519281674277     0.018621861593300936     0.0178867937090184       0.012972708460880722     0.011269368723657169     0.015152830628462196     0.026218019724001004
0.017713766051482317      0.04003282433521823      0.017705778839090847     0.01763408935893868      0.01693741085299195      0.012268639015144474     0.010548563924284389     0.013758507971159373     0.02191048700191622
0.025327644510575         0.021953995002265792     0.02531621940468637      0.025213669578291225     0.02421675939672817      0.017513785953721054     0.014859336091571097     0.018641894886767648     0.026025022119635755
0.02496809387975024       0.03320197271130276      0.02495683233019857      0.024855752321459784     0.023873300797334525     0.017278866437798492     0.014758581731244044     0.01888257383456275      0.0283722808563306
0.027055770857375684      0.05582935575888689      0.02704358235110561      0.026934187816172888     0.02587145926846691      0.01877502234908102      0.016390514769371638     0.02237492940059016      0.04023354673580602
0.016946235443766305      0.12043919610708682      0.01693876362508059      0.016871719758697324     0.016222110257186787     0.012010754839455197     0.011973812185356779     0.02143963569537914      0.04762579335283151
0.017418528894643792      0.10102040781791038      0.017410770681482394     0.01734115050540509      0.01666593803565566      0.01223935224640718      0.011616923255560118     0.019239554577219705     0.042121442278490316
0.01713721363898637       0.11044934253042776      0.017129615579957038     0.017061435647175518     0.016400491767673966     0.012090377387219848     0.011750145512234593     0.020260008901905064     0.04482008593279336
0.025736431326960726      0.07663363251088585      0.025724875279317817     0.025621164013939202     0.024614309630821153     0.01793839594430957      0.016167458824381593     0.024021836141775874     0.04904254441828309
0.02921096497999637       0.06687001094205064      0.029197822936929182     0.029079873922420566     0.02793440371983675      0.020311066584507004     0.01799771417078398      0.025615211997275476     0.04966372924002161
0.025606567051998014      0.09643722124263336      0.025595137154665337     0.025492565979097916     0.024497555699031625     0.017957640877305545     0.0168464756260234       0.027325106402331413     0.05934696745502014
0.02840486795982428       0.08663641512516393      0.028392144763790532     0.02827796286069679      0.02716985618131326      0.01985188939661203      0.018222291248189474     0.02826458412539079      0.05992523542577606
0.030792675467263306      0.04432676306253487      0.0307787907246041       0.03065416831669213      0.029443140114534687     0.02133100560974292      0.018371294863638334     0.024106554601792642     0.03944426410670535
0.03886613861301206       0.02928515672298692      0.03884860534403606      0.03869123003549802      0.037161383746420425     0.026877375822416668     0.02282168466118808      0.02872694135055318      0.041151615237910215
0.03864403591727317       0.057030366548907474     0.03862662358449833      0.038470343505114045     0.036952085840596914     0.026810234934631496     0.023370126418565753     0.03183107767948553      0.05738826239059606
0.01765294316106443       0.12993985246160641      0.017645208852265355     0.017575813207834776     0.016903762802441335     0.012574020832255393     0.012865384671563255     0.023815787496495964     0.05288075004474996
0.02434301019525715       0.11604676703554148      0.02433224562093597      0.024235653871273494     0.023299517156143732     0.017212907636407076     0.01694649872492527      0.029833790403536932     0.0661261628448089
0.02631889854817991       0.12450877983980796      0.026307319072977575     0.026203419590619625     0.025196897706516678     0.018686812457870367     0.018812897333832387     0.03417112178125754      0.07580798957295966
0.017818933624433986      0.13962785521266308      0.01781118511306486      0.017741665896868288     0.01706879905194979      0.012763876372851255     0.01342597548011693      0.02561672599223849      0.056661160286932445
0.017423386770012962      0.14961814473809443      0.01741587949397797      0.017348528867123264     0.016697069634518544     0.01256251570287247      0.013618652968513388     0.026713050772181144     0.05869608215001266
0.028120645204913055      0.10645465909691171      0.028108144775002175     0.027995971625687684     0.026908297651301656     0.01979584239072948      0.019004290163408533     0.03216395124222827      0.0708476835691112
0.03550362620051988       0.07787559260481244      0.03548768241097098      0.03534459268927149      0.0339554339609969       0.024744119359359        0.022295973237637597     0.03316759604201428      0.06793850234082688
0.04111708540837973       0.06913843975577973      0.04109858582069251      0.04093255312436537      0.0393201102662301       0.028588949993609093     0.025337743991702043     0.036176210308013074     0.07071478725094135
0.036348340771829524      0.09707718506372054      0.03633211005729328      0.0361864562465895       0.03477347572722105      0.025483539034960142     0.02387551353896439      0.03870524458797208      0.08395221722009642
0.03997624318936032       0.08762719844574683      0.039958332403057586     0.03979759504242537      0.038237639469763156     0.02793301610620825      0.025615440983919407     0.039741816742774556     0.08418437818017771
0.04803606778635293       0.04665034172964619      0.048014403876383976     0.04781995805236051      0.04593026554214678      0.033262268935330346     0.028562532150783002     0.037290428598968604     0.061158155088961934
0.058740621305768737      0.031626747567724045     0.05871412373932266      0.05847628302899438      0.05616389028125928      0.04059767819672664      0.03430659157592298      0.04278991531082441      0.060773827171041676
0.053175895782832126      0.06359763569873005      0.053151942260852576     0.05293695487611823      0.05084850618867953      0.03690912342233433      0.03230432130211893      0.04471934164145551      0.08378069640162021
0.017656032537683688      0.1799957775989054       0.017648690476797162     0.01758283637856511      0.01694726788805209      0.013028476069282827     0.015498366803916233     0.03222739980734907      0.06873196355458565
0.017569319772735625      0.1606028557725125       0.017561834149193514     0.017494682628356652     0.01684562851581231      0.012764977038394026     0.014300195032659424     0.028754850976174393     0.06256347132652228
0.017834559187385187      0.1703978566689874       0.017827050476470704     0.017759696739969383     0.01710917195438667      0.013058607056199134     0.015090552516315936     0.03092836091610972      0.06660861349405457
0.02749909100971373       0.13474325169639292      0.02748707926184645      0.027379307134468598     0.02633586185514586      0.01963358308985469      0.020335374847958585     0.03821625678321314      0.08449893202073276
0.03465901547334199       0.11730447416127399      0.03464368922307881      0.0345061652049607       0.033173342820927265     0.02450900947996168      0.02415027072662076      0.04263740648241015      0.09419819401458386
0.036813096005935915      0.12857913757694617      0.036796931840089205     0.0366518975931149       0.03524712299878475      0.02618018025231061      0.02659401685555149      0.04892106249640943      0.10785068550084571
0.02829705843600195       0.1451899883891749       0.028284804177079428     0.028174862933029798     0.027111081542741642     0.02033108040192286      0.02170203651319655      0.042039076511567346     0.09233703128744368
0.02555369848975543       0.1552111084470857       0.02554274272414997      0.02544445766269718      0.024494103930654033     0.018488665482788304     0.02035692764442973      0.04045295579919517      0.08821658181558696
0.04212918848208658       0.10860678693436893      0.04211046358348914      0.04194243525428623      0.04031320439513578      0.02966274021933289      0.02852587857182021      0.04853892562367699      0.10639120268979406
0.049131479964166926      0.08025987375283172      0.049109413613396775     0.048911375776938756     0.046988731255474155     0.034238284519999246     0.030845635174407717     0.04603777715625045      0.09467223641107327
0.050492901050461         0.09628692568220548      0.05047032766314686      0.050267752104650676     0.04830230001203314      0.03536027082796945      0.03291721943987125      0.052865782744026805     0.1136006402000764
0.06113391822747087       0.07520400451558956      0.06110642358581488      0.060859661233616844     0.05846324985718452      0.042520329551936575     0.037798173048388645     0.05475342444255025      0.10866421099863063
0.078164044503305         0.03221078643620745      0.07812880023162495      0.07781244135011288      0.07473587249344514      0.05397634169666027      0.04527053005013947      0.05567907158459256      0.0772691818821652
0.06711573080692904       0.050478043852410434     0.06708546279570791      0.06681378722680455      0.06417325516071208      0.04645384095345476      0.03976765211072648      0.051830240079803754     0.08599743204164301
0.0670529523692522        0.0664223797359453       0.0670227520464005       0.0667516964015762       0.06411839129322408      0.04653138357844513      0.04067379834347536      0.05642960367282397      0.10583039147246467
0.018161393939677344      0.1897485612797487       0.01815394848735957      0.01808717241701541      0.017443239386067847     0.013516766846008737     0.016568554858082823     0.03487110615295363      0.07359779560283486
0.025232557371150897      0.17554240918129968      0.025221996730625945     0.025127270305264203     0.024212703857493155     0.01854534757263494      0.021747318538083697     0.044928256839469        0.09592511664090261
0.026961274086434076      0.18422175000161276      0.02695012299463947      0.02685010720749374      0.02588515038650857      0.019961155564492402     0.024037961905239737     0.05025994147485161      0.10622323931927248
0.028893323700151345      0.1659687275360348       0.028881080766133185     0.028771256536009173     0.027710129081073974     0.021069720588884146     0.023972141712962337     0.048726529927642044     0.1049600192263225
0.03809397883465254       0.14062028939538662      0.03807740284493837      0.03792868349645922      0.03648920295200025      0.027276366333479758     0.028664268567405782     0.05474865224847338      0.11978074381373251
0.04773593650764757       0.12200173730966413      0.04771486564264132      0.04752579736809234      0.04569370435525405      0.03380609085496708      0.033603005069744334     0.0601711584346785       0.13154102635627854
0.04627842508961956       0.13326698200511702      0.04625815839321177      0.046076317369279175     0.04431538566199866      0.03297786235264187      0.033859413981682684     0.0631178574635058       0.13754601046283413
0.03821759564282293       0.15463949100101987      0.03820118393034122      0.03805395168996999      0.03663016904622468      0.0276221420439245       0.030295009464983036     0.06007735109471608      0.12988956700426138
0.05800719570894797       0.11368109933464476      0.0579814477776641       0.057750400179220875     0.05551033339118545      0.04088538046012772      0.03959058872117005      0.06830776699176756      0.14761111002190472
0.06309303690378898       0.08766615236373809      0.06306473902860775      0.06281077913126858      0.06034558383318713      0.044026581703622565     0.04004992311239585      0.06140571882085676      0.1274892176080258
0.06829528047854874       0.10210052932047048      0.06826478951633151      0.06799116257412226      0.06533651607583346      0.0478738229373134       0.04486879217710534      0.0732799573892814       0.15486518023456017
0.09849779082562429       0.03192548490561785      0.0984534297469367       0.09805522120654721      0.0941811807169927       0.06794931825558682      0.056417043583528725     0.06817047472561034      0.09121419669908765
0.07381314647910246       0.07721858188711017      0.07377995190891995      0.07348203043967079      0.0705885369002457       0.0513238369814309       0.04554245621155408      0.06600672928043282      0.12996829424376402
0.08776297169614211       0.04748886732375353      0.08772340681932302      0.08736827120632186      0.0839151653952581       0.06065486494223891      0.051270628720310026     0.0650510088255243       0.10164405909524761
0.08107845192687152       0.06371976360908488      0.0810419212488264       0.08071403927927266      0.07752772632076481      0.0561856955684655       0.04858884505968895      0.06584761958972223      0.11870874389259113
0.018378073638050763      0.19981652558453078      0.018370661100181526     0.01830418620716266      0.017663749515366946     0.013807530037441689     0.017452675738216187     0.03708495878806164      0.07740763796157146
0.017630923970604204      0.20977186623769778      0.01762394040122303      0.017561318582590222     0.01695861069515193      0.013379956792223651     0.01743455750192958      0.03730684485807484      0.07704297162670613
0.02806434974301857       0.1945592773512085       0.028052923055428208     0.02795044440328145      0.02696261641502498      0.020971686398602942     0.02606453924907402      0.055111613141840855     0.11501825720342905
0.01857359620904177       0.23064153367594195      0.018566551277647284     0.01850339374853033      0.017896969975488005     0.014416311161839357     0.019966559774601735     0.043049669429773646     0.08679348531435775
0.01791404119621509       0.22070696307061627      0.017907094792079414     0.017844813293758546     0.01724608063526582      0.013749310196971376     0.018494011490238594     0.03977056209371472      0.08111748327136033
0.03513602124274006       0.17705054346698876      0.0351213300408777       0.03498955423201563      0.03371735930781255      0.025840550636196096     0.030388007810921516     0.06286902592481075      0.1329173601941869
0.0375214987340039        0.18843262516503456      0.03750606038610312      0.03736759556771175      0.03603207810260938      0.027866527259518492     0.03393984490271143      0.07123587132433772      0.14814664062768293
0.04389078746099437       0.16762703609757057      0.04387219804895618      0.04370544352993961      0.042094281662622385     0.03201545692823582      0.03649202934726309      0.07422591125492456      0.15692379820224048
0.05126800035686341       0.14423708700809007      0.05124574038618212      0.05104602714682682      0.04911323134502287      0.03676587389949037      0.038943880448028496     0.07497202608817245      0.16077759189644789
0.06072261014907153       0.13045998554889765      0.060695928636114345     0.06045652409755581      0.05813745167387872      0.04315426394516793      0.043730841743087515     0.08035494369647327      0.17186482008164092
0.05491806513226984       0.15785644024180615      0.05489452185591596      0.05468331256840365      0.05264099694737114      0.0397344030622288       0.043806204803235056     0.08709677870596827      0.18274211523207537
0.11892830530964682       0.03196572119612573      0.11887485330425084      0.1183950161958075       0.1137245845318458       0.08196432568363991      0.06729014571135579      0.07988649843778285      0.1030385346832146
0.07587314885490064       0.11754388174608309      0.075839506510589        0.07553761793160525      0.07261065372820007      0.05350288500251605      0.05197431716775202      0.09021341764083847      0.18852826700808717
0.07996518241482653       0.09057365658889144      0.07992932855926492      0.07960755351842515      0.07648371345394857      0.05578500202996244      0.050672420762505506     0.07783357904489817      0.15818827556869144
0.08249898901182039       0.1041111020046744       0.08246216952610515      0.08213174615145372      0.07892569620508476      0.057815051302485196     0.054104662492621115     0.08829015148977105      0.18145326559033254
0.10874608219044046       0.047936703032838666     0.1086971210212024       0.1082576247902336       0.10398241767136683      0.07507287956599971      0.06277304401496803      0.07825554562174036      0.117423019223431
0.09058138363034046       0.07968831446632285      0.0905406616689315       0.09017517448679875      0.08662476719329343      0.0629452757790333       0.05561609022245149      0.0803474881631605       0.1547452789465726
0.09937821663356795       0.0637405368782229       0.09933346256795302      0.09893175746932255      0.09502670965931621      0.06878829825250378      0.05892473208060069      0.07856895317742281      0.13639502688193708
0.02844635648194538       0.20494732150315254      0.028434976162246578     0.028332923146718227     0.027350168234412293     0.021470385295826136     0.027537185132570776     0.05871499548161587      0.12102348923617133
0.026223544894426104      0.21508859328913904      0.026213255354016897     0.026120993491221427     0.025233476292977265     0.02000247139038771      0.02645560067781124      0.05674075923994888      0.11576243550223327
0.03893733161695617       0.20018430968736195      0.038921607809764884     0.038780597285416836     0.03742196710275481      0.029234355149045464     0.03690410444520234      0.07829707372716631      0.16009910210425352
0.01840225821045587       0.24097654555707765      0.018395443255569837     0.01833435515359849      0.017748565092753427     0.014450272079157894     0.020584273674228295     0.04442468043229241      0.08857048862688682
0.018699875168504177      0.25093339734879         0.01869312929481975      0.01863266879699184      0.018053727746508333     0.014863714945348327     0.02176082735082924      0.046942052990317985     0.09256584203043909
0.027035600878660977      0.2359283065738742       0.027025461416118328     0.02693456693278675      0.026062354974988343     0.02110123937532501      0.029635781327005867     0.06389862535477586      0.1271375065859696
0.029813521283576835      0.2255130132953371       0.029802069240922126     0.02969939530224485      0.028712867083651342     0.022994213678966723     0.031346446747816066     0.06746534820045136      0.13550911155799225
0.13913403432953736       0.032291097781351946     0.1390716952196824       0.1385120458781438       0.13306162728381923      0.09580971264327055      0.07770599291202289      0.09067276313206606      0.1127588055489027
0.04831668610370582       0.18051071282038028      0.04829655201721389      0.04811595820512055      0.0463727717449633       0.0356069691651033       0.04220988658383676      0.0875110257506435       0.18048566365940813
0.05002612667043853       0.1926503678777775       0.050005650216699414     0.04982200393393971      0.048051177012303554     0.03726528198630281      0.045867126213920494     0.09638382756427381      0.1947691824998352
0.05985572476707385       0.17152218437780287      0.0598304524536738       0.059603752428097234     0.05741369031961125      0.04374107248422631      0.05024160151252035      0.10232380004084064      0.2082294465248096
0.0665240158661527        0.14669615617068557      0.06649514961347593      0.06623616479861012      0.06372966152897684      0.047715715944039        0.050611465563647824     0.09739954347552203      0.2021077960306752
0.07875596430721038       0.13430912577387627      0.07872141091540917      0.0784113732028867       0.07540797313872603      0.05600460172946941      0.05694509128893649      0.10479975616378683      0.21412738849348623
0.07102703047849945       0.1622708881258745       0.0709966765045884       0.07072437012636247      0.06809152056621025      0.051480885685261164     0.05719946268622921      0.11386671447493908      0.22802491502667746
0.12905670522968396       0.04828584856099103      0.1289987309335283       0.12847830119705736      0.12341315362161298      0.0890026769434512       0.07354230059748092      0.09001254179191526      0.12875005987066068
0.09175173861683106       0.12551702854655078      0.09171122119254531      0.091347644139394        0.08782308112709919      0.06486720797029567      0.06392115439169967      0.11294572246964578      0.2247475407665738
0.09128004124792355       0.13755216569061302      0.09124006943738473      0.09088141229968712      0.08740690017164145      0.0649624936058355       0.06629555474596045      0.12199576287332839      0.238880135128762
0.0910185696665344        0.11244852337661619      0.09097808834618082      0.09061481171963959      0.08709084604629044      0.0639590940100031       0.060858245541317        0.10222339533814448      0.20573963107414803
0.09729947488760277       0.09781991133929777      0.097255931729667        0.09686514702284467      0.093071275556361        0.06794131702202284      0.06210623246685409      0.09715217428259572      0.1920061439053467
0.11911570637548125       0.06438000764123321      0.11906213927623745      0.11858130798798806      0.11390497451816982      0.08235882938517186      0.06980550284556379      0.09152790256394257      0.15142517695377578
0.10924843521897634       0.08081005626795054      0.10919935669860749      0.10875885190367866      0.10447818988022493      0.07583689790823699      0.06643767259114551      0.09474428519752799      0.17470874290890268
0.03820980971841441       0.21420309613448513      0.03819477301653184      0.038059943208103374     0.036762725046430966     0.029099676753480633     0.03833481484535616      0.08206809490150131      0.16508210479051802
0.051139832830641406      0.20588588879316067      0.05111935768862528      0.050935745204935844     0.04916742776510508      0.03857796876276471      0.0494277474977503       0.10490986327687213      0.20757405106631222
0.01804458851299154       0.2707480666194336       0.01803844336157784      0.017983383849876605     0.017457843247979738     0.014703560299459262     0.022634182599055072     0.04864185778438626      0.09414847093456623
0.018511140754780393      0.26092212493858413      0.018504641983463962     0.018446404574112733     0.017889585581477827     0.014891644461399999     0.02235755965784658      0.04815965534471096      0.09405560500012906
0.030096401200001673      0.24639338264377933      0.030085397754645773     0.029986771392727405     0.02904167847807626      0.0237762194846806       0.034352539066866035     0.0740618607310813       0.1452205798480846
0.0268078907058878        0.25644446554345285      0.026798355112551443     0.02671289785822013      0.0258952310014424       0.021443137874536004     0.03182332453011122      0.06854614695617844      0.13336611215455527
0.018106671341881042      0.2815150106881559       0.018100714389459222     0.0180473511845177       0.017539002085606683     0.014959153589917057     0.023611626637084434     0.0505720689066723       0.09688259291502667
0.018411267881979977      0.2912468497206601       0.01840542121943012      0.01835305634529639      0.017855244173590214     0.015415560942971368     0.024888141537053637     0.053099985113071894     0.10080695320705184
0.03831075192157296       0.2361039304209444       0.03829637046992639      0.038167448179637194     0.03693024834949171      0.029887431507888574     0.041939481519910886     0.09025381447030856      0.17657012121675383
0.04245666580608155       0.2258950418157029       0.042440346533165106     0.0422940342966397       0.04088812997559747      0.03273286846517405      0.04458810454348497      0.09570088129256965      0.18789304023900819
0.15928850357475638       0.03234772610687198      0.15921744486016168      0.1585794706696936       0.15236199118682933      0.10961505730350903      0.08772988240094116      0.10055966856138342      0.12032641060332423
0.14918772164150254       0.048527724501024314     0.1491209329902303       0.14852133913276733      0.14268204477434557      0.10279439874350756      0.0838462335056533       0.10065944136820361      0.1364955545846849
0.06272429015401243       0.1854694309616322       0.06269829250744065      0.0624651105901344       0.06021486180334678      0.04636720412333617      0.05558688470930786      0.11527323218907119      0.22768988064383966
0.060893017532403185      0.19766964656391836      0.060868262773056694     0.06064625281025578      0.05850619805988505      0.04553286133688704      0.056747407103296635     0.11919258151012475      0.23200842641421984
0.0743213608156667        0.17869664500360255      0.0742902213469296       0.07401090047807822      0.07131341901162663      0.05455751016395178      0.06375046660066169      0.1301571203376687       0.25060949984446784
0.0845687446534936        0.15025300183047233      0.08453211429475498      0.08420346850610884      0.08102257323969309      0.06069747987684181      0.06456298022896038      0.12386185850672307      0.24299731418258144
0.0867906697155838        0.16809996525495985      0.08675377497890933      0.08642279560701609      0.08322311254303559      0.0630877855611958       0.07089620804914415      0.14097035863156224      0.26479219737124576
0.13922794571432362       0.06461383409605798      0.13916549015453503      0.1386048408931222       0.13314908925101698      0.09615756363740129      0.08047470658198587      0.10333057145515857      0.16079651274653758
0.09796710926354127       0.14539983116440586      0.09792447030270449      0.09754189376876674      0.09383688775501432      0.0700099715365472       0.07289227099795695      0.13633307726732197      0.25719420237192087
0.10368657626237915       0.1342100225788579       0.10364103541172186      0.10323238954016929      0.09927175594794924      0.07355800451853367      0.07379232860938         0.13270303234969452      0.25069289211115137
0.10724859397517746       0.11622758150293837      0.10720096314125029      0.10677351961703915      0.10262638950273559      0.07537016351628678      0.07171071013957779      0.12034523237792957      0.23068478659127714
0.11841664636345597       0.09754596331066484      0.11836368282177191      0.11788832866598987      0.11327106002146427      0.08254197058697303      0.07445415181556418      0.11369976541503247      0.21085609344330566
0.12903685326589506       0.08089306701133804      0.12897897464863015      0.12845945689600516      0.12340834331060503      0.08945378899492529      0.07740637658225359      0.10800089065612752      0.18731473635725993
0.05285518096992005       0.2188960741990703       0.05283453368922327      0.05264940169743303      0.0508688461713148       0.040405997747807544     0.053805780848537425     0.11484002449490292      0.22207595967067142
0.0661354016828204        0.20895844770318506      0.06610902747088261      0.06587251727351989      0.06359503368544363      0.04998572005637011      0.06440109529666117      0.1358825251293837       0.2553639324243093
0.02617984357639396       0.2763591785606285       0.02617107819261765      0.026092549072279047     0.02534371010930861      0.02147993741597607      0.033493594487208025     0.07179411326676698      0.13711244304731385
0.0294216096413684        0.2666464244774506       0.029411446401235494     0.02932037846644711      0.02845044166317686      0.02383280867299295      0.036283941105052016     0.07797087996604747      0.14977726258723537
0.04443126979826446       0.2471318600909219       0.04441503009436865      0.04426946967436741      0.042874602716233785     0.03510296596416551      0.050732563772003185     0.10894966802869331      0.20738334752912804
0.03734503181710418       0.25734204073068073      0.0373317650557476       0.037212869981613855     0.03607532853463243      0.029887676038316543     0.044412976244340326     0.09545367058151201      0.18246292207763434
0.018103268406612846      0.30125884252089996      0.018097731288080458     0.018048149451057958     0.017577851791725076     0.015362411282655341     0.025333222730261614     0.053822147983360324     0.10137147460077718
0.018405720687061446      0.31118860308251445      0.01840032253192009      0.018351996987446686     0.01789480276214483      0.01584162953471968      0.02667437821824623      0.05639593431681428      0.10536926579894289
0.026458129416769706      0.2966983520306312       0.026449889385343407     0.026376096732390476     0.025675385886811987     0.022309824735825986     0.03643119174678634      0.07746587328836484      0.14513757865851556
0.029556766241551867      0.28672370612814135      0.029547209806658342     0.029461610136828745     0.02864698442638592      0.02458200474916757      0.039254067634158674     0.08379349014614146      0.15788921832809708
0.17942540129447485       0.03237101939604238      0.179345817560691        0.17863124716787818      0.17166179931289036      0.12342018650499266      0.097390640335714        0.10965739906256655      0.12641718408887656
0.05309499407951806       0.23475824456955743      0.05307496613631117      0.0528954204418315       0.05117187183559318      0.04131803808625769      0.05763094808384857      0.12338010824889559      0.23315734085389955
0.056404941335387135      0.24827737634245114      0.056384357802621174     0.056199862810248226     0.054431924502426635     0.04458748644625176      0.06449571597242411      0.13765609189452035      0.25228459051382585
0.16934291465270254       0.04854685016495681      0.16926746329890194      0.16859004889036955      0.16198798559149297      0.11660069135339256      0.09377415599140593      0.11028215065683845      0.14133608244644966
0.15931023916721004       0.06470795827543024      0.1592390428264905       0.158599884591925        0.15237586232519254      0.10992159446566364      0.09072173199225629      0.11382730878631185      0.16552828331119376
0.07497947650770936       0.19560386289584197      0.07494883679963694      0.07467403730641632      0.07202403528000477      0.05587781750048265      0.06885848584979937      0.1431688309122909       0.26662138059449264
0.08951838764168003       0.1847863825833025       0.08948114910604364      0.08914712632637238      0.08592206284287829      0.06596143330439018      0.078073141369204        0.15856286462576094      0.28424037812990527
0.0995723614387784        0.15758636784346108      0.09952951135529096      0.0991450688654748       0.09542479306718328      0.07172680186128938      0.07748032268591541      0.14905605039314576      0.27262332025997416
0.10313222703476285       0.17360465065961853      0.1030886377195699       0.102697603294532        0.098917532827812        0.07516997578794803      0.08525354320148243      0.16814038154904687      0.29163920248321556
0.14925559074190925       0.08085338853677501      0.1491888280101059       0.14858952684003368      0.14275891593273135      0.10333924620642608      0.08817012735071729      0.11988289920358268      0.19360474813407
0.11074875138758919       0.14737504012287864      0.11070061067331848      0.11026866150154997      0.10608472930251063      0.07913772356347064      0.08226318045963875      0.15248744941129275      0.27306314243989943
0.12009231114388717       0.13179078473843603      0.12003947285307644      0.11956531877719657      0.11496717184925798      0.08494311811722564      0.08371529426747316      0.1464210221751934       0.2619854615903518
0.1288334818595174        0.11430504362375496      0.12877626248792587      0.12826273519599707      0.12327701897099604      0.09029643127596793      0.08428992900529049      0.13660650019691725      0.2434003401068472
0.13894329509153386       0.09720222996632612      0.13888125625050676      0.13832441491422365      0.1329122678677415       0.09669020155009779      0.08594264136982697      0.12759830664941943      0.22032103290853353
0.06798349809828122       0.22433939484811613      0.06795719484015843      0.0677213582232567       0.0654540616426041       0.05221522935461117      0.07038538159637465      0.14911420366700823      0.2714501614680503
