% Model:              buoyancy_free.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 10 2025, 17:41
% Dimension:          2
% Nodes:              4256
% Expressions:        14
% Description:        Velocity field, x-component, Velocity field, y-component
% Length unit:        m
% x                       y                        u (m/s) @ Ra=1           v (m/s) @ Ra=1           u (m/s) @ Ra=10          v (m/s) @ Ra=10          u (m/s) @ Ra=100         v (m/s) @ Ra=100         u (m/s) @ Ra=1000        v (m/s) @ Ra=1000        u (m/s) @ Ra=10000       v (m/s) @ Ra=10000       u (m/s) @ Ra=1E5         v (m/s) @ Ra=1E5         u (m/s) @ Ra=1E6         v (m/s) @ Ra=1E6
0.08433012564780433       0.5265343065259751       -6.841738642889993E-5    -0.004156161644342467    -6.730462087283114E-4    -0.04156662699465268     -0.005617231157728563    -0.41599987234094493     0.03742115844600059      -4.052506468621086       0.8379998700013391       -26.215151527808995      0.3727644356614153       -91.0575171024375        -4.3493847171883635      -151.23367345624203
0.1332391872100559        0.46737337392610023      1.8462463975108594E-4    -0.005179663763044414    0.001866224334956088     -0.05179084751935636     0.020646540980448116     -0.5170557839141988      0.35987780153732357      -4.882204795225008       2.8336142714468147       -27.14467028343839       0.7724259114930029       -62.29273482051017       -2.4836780788973623      -20.923547087902694
0.14322911947265426       0.45756532572337766      2.6974390327615783E-4    -0.00526892151101884     0.0027185893695623425    -0.052682303052755904    0.02928312676845316      -0.5258380593111797      0.4516503019761207       -4.94414319944515        3.306374465182478        -26.690689675587493      0.8030641457436795       -55.75599487952764       -1.0407423725922624      -7.342472410891058
0.15502877471259618       0.447363226223783        3.792801856265155E-4     -0.005335966646583059    0.003815038757581854     -0.053352049237835285    0.040350730528542995     -0.5324422303429297      0.5657492469218807       -4.9857345955977665      3.8583027876992486       -26.00491093104142       0.7727043063650049       -48.25393759013784       0.8185385121646932       4.612465021048379
0.13875636596043392       0.48179057758359445      1.106509287206772E-4     -0.005274003664210834    0.001127782927420804     -0.05273674294194489     0.013394692167946571     -0.5267503354167037      0.30041672736116415      -4.986952943425497       2.4197571999446232       -27.14372847101902       -0.829561809317993       -57.03129218550391       -4.403067467284363       -13.267156780782729
0.12759325250366726       0.49129936818853687      4.625434754557069E-5     -0.005135038660640623    4.820708189860812E-4     -0.05134855832112319     0.006766398418862288     -0.5130388271135374      0.22326026167513593      -4.882091759534679       2.0217644799522003       -27.52068535919287       -0.6024479985447505      -64.56964714339374       -5.595269132799199       -29.84345219930287
0.11735917592967907       0.5005978010331469       -2.1749933080713843E-6   -0.004968056398542235    -4.032004075861245E-6    -0.04968039554021411     0.0017271634946246313    -0.4965455739255424      0.16068610603159403      -4.750059957831031       1.674327893117663        -27.65566077858423       -0.4137349550535911      -71.51857462869519       -6.321783345369178       -49.814165438582314
0.026665887528440752      0.616343449132277        -3.3329294453714015E-5   -0.0015707406903867124   -3.3216282861233857E-4   -0.015718916120948768    -0.0032072003401376484   -0.1582974579918798      -0.021226009626772253    -1.6420144839021424      -0.029490038193116797    -13.095821020908545      0.11077720641542887      -68.93726823778675       0.8257693844553791       -293.83766162412945
0.02969913557167325       0.6062485712456893       -3.727033004971783E-5    -0.0017552512972518108   -3.7125824349576567E-4   -0.017564150507427236    -0.003566562026120184    -0.17675630404666        -0.02207264988422006     -1.8219601746227294      -0.012923869026919653    -14.324531629185271      0.161903832478454        -73.99389503498186       1.1794882149767358       -303.74388996286734
0.03756000672530846       0.5964906651647994       -5.457529402967205E-5    -0.002168005768516734    -5.434151669662018E-4    -0.021692641085658142    -0.005198316907202908    -0.21812024132278854     -0.03038556785220155     -2.2294702712812384      -0.00906799124769002     -17.024992398522638      -0.015142706308126969    -83.26706581088278       -0.3360091122581838      -305.0930327523848
0.04138542876859175       0.5864657459074065       -5.838938332589248E-5    -0.00237536417530858     -5.80973723739188E-4     -0.023765786229738513    -0.005515583029437928    -0.23879942497132384     -0.02857589442783707     -2.424984542772687       0.045319234832898035     -18.206840548140743      0.17926986352890345      -86.70864494576367       0.11908794253410407      -300.8431658325275
0.01855594298192741       0.6511555185281981       -2.1732911194144224E-5   -0.0010645071266116733   -2.1692464381673792E-4   -0.010655469587956143    -0.002127887259302028    -0.10756867522404011     -0.017022511996876946    -1.140545627763024       -0.06866054339634602     -9.563422551334611       -0.1571095179027224      -53.60505663559535       -0.5483737689271163      -254.74560436851314
0.018160933311890393      0.6413915623353549       -1.9017438124726068E-5   -0.001065583040344754    -1.8973325050195865E-4   -0.010665605523365458    -0.0018523977819496302   -0.107607385419954       -0.014038238933669222    -1.1353619652162774      -0.044292946007240375    -9.455165455440314       -0.014887905378543164    -52.90781066540631       0.9355468237864869       -252.31006725253613
0.026557182738693497      0.6365309071200687       -3.992488979934659E-5    -0.0015118594264778057   -3.9831196992973184E-4   -0.015131499522967417    -0.0038877740125835237   -0.152565280718728       -0.029453133712447666    -1.5986349268044528      -0.10290074288020527     -12.935708491001886      -0.25341343257009663     -68.42734440287482       -0.5944475445767777      -291.55241209456324
0.029363438455844545      0.6266067338127554       -4.3243622403273044E-5   -0.0016828443287502954   -4.312160393500955E-4    -0.01684165741732717     -0.004188334379417426    -0.16969182038104463     -0.029922505359121554    -1.7671309204939778      -0.07909700763160576     -14.092894200481949      -0.11948606217053312     -73.0917414235866        -0.3771378200803171      -300.0865858399574
0.9730332768346014        0.03767870420012187      3.0458297149606647E-5    4.098204873595196E-5     3.0556989314955166E-4    4.1123375605911847E-4    0.0031558141326225313    0.004255967634082299     0.041377584631548316     0.056885197713652094     0.6238849300614983       0.8976796519633756       6.493152061860983        9.39559798086365         40.30088383150957        49.512925267212196
0.9715372025249731        0.05133407955402641      4.7683485452304295E-5    8.348452814803385E-5     4.7814585470627155E-4    8.373831243870794E-4     0.004913719609686184     0.008630744732222558     0.061441235392310056     0.11100394437583827      0.8041531273119255       1.5747460871739214       7.137787530897868        14.782541827271183       37.091584190772146       69.56422232733445
0.9600272570780766        0.02643099777292146      4.592565701740042E-5     3.190210543713907E-5     4.608032170420125E-4     3.200062513261932E-4     0.0047651070049911795    0.0032998258583039584    0.06321418173056788      0.04259799473865731      0.9783404167985338       0.599484060818107        10.168158417157587       5.074856426078217        59.135118853719014       12.920040485638077
0.9818257638404604        0.06929620735142109      2.5895977886907502E-5    9.658657366941851E-5     2.5959848086241655E-4    9.6878864691481E-4       0.002660161218440656     0.009983779870620038     0.03234059733523786      0.1283156915480981       0.38753595001781743      1.8384651453154859       3.1235769476079245       18.39860989036674        15.074408622817538       112.21214563187102
0.9720442255235174        0.06379735418652775      5.5973955532937016E-5    1.2398093848427214E-4    5.61125837713899E-4      0.0012433492887415423    0.005750573183251535     0.012791105775884921     0.06997868028697692      0.1616170487830292       0.8392437675820276       2.1798324870063          6.714074464022066        19.5678296158739         31.293179162145588       91.70813502634336
0.9628499216024207        0.05915979875723332      8.96368324560914E-5      1.4005164716184354E-4    8.985859242458382E-4     0.0014042709768760542    0.009208702637699054     0.014421105662616989     0.1120152668891814       0.1790160583723592       1.337425417808185        2.260164323513568        10.525946440928307       17.885653558408578       47.30900816784029        60.20864445610031
0.9827152207940859        0.07945453690156551      2.587375447365623E-5     1.199312641893824E-4     2.593283236647024E-4     0.0012027634825999582    0.0026524615285396865    0.01237639216558367      0.0316528625606805       0.15680676567832727      0.35559448019918666      2.1568984768239114       2.619567646645299        20.783775941044123       11.842555397509896       124.57042962822412
0.6201700713863821        0.03240653348466229      0.0018506093219049686    5.087746948808528E-5     0.01851250044326025      5.078302649138938E-4     0.1856142359094933       0.004975772911054933     1.7723406973154099       0.03556020119287768      7.726161373882497        0.08323016892878525      15.852212701917479       0.10582701333101703      38.507157208868385       -1.3240159383942822
0.6401984166174466        0.03240653348466226      0.001785358517846891     5.9028565724421876E-5    0.017861059466967682     5.893631501677605E-4     0.1792165068478078       0.005792240454768965     1.7252344501897936       0.04280017976390705      7.62531678325169         0.07047999397220774      15.759247441067872       -0.012251347396472044    39.89002387505993        -1.2666983668207428
0.6602267618485107        0.032406533484662256     0.0017106008950738643    6.698424687930332E-5     0.017114509681632667     6.689580673313135E-4     0.17186474996778275      0.006591111171675435     1.6694536538163554       0.050120533000441225     7.535676144174609        0.05802109378637977      15.798558343272395       -0.13255239303704222     41.21099930421571        -1.1838084318642055
0.6802551070795745        0.032406533484662256     0.001626628982502404     7.468378957987941E-5     0.016275754905100383     7.46012294001593E-4      0.16358565305224756      0.0073668290602307935    1.6049287590625283       0.05752929093417114      7.455690466705019        0.04759140137623181      15.972371488595073       -0.2585932528999002      42.44644636890158        -1.0906466756140818
0.7002834523106384        0.032406533484662256     0.0015338201711996614    8.20506921521569E-5      0.01534854271899721      8.197652811918855E-4     0.15441383325189983      0.00811225408016282      1.5315989414298568       0.06501840038164065      7.381605816054672        0.041352518343311634     16.28603519175139        -0.39426299581436747     43.58929503400995        -1.0039543201923473
0.7203117975417022        0.03240653348466225      0.0014326574799949615    8.898895857788457E-5     0.014337672421996442     8.892611865995028E-4     0.14439394824689666      0.008818256702714166     1.4494359849200311       0.0725567492579871       7.30700345715866         0.041926536205959285     16.74783441160258        -0.5432992893204353      44.65040134531274        -0.942442663706122
0.7403401836585607        0.03240648377803553      0.0013237529041772358    9.537845235320885E-5     0.013249229199861661     9.53302039084393E-4      0.1335831086497332       0.009473211907167071     1.3584751661539765       0.08008145365586951      7.222333883743903        0.052381252587041294     17.367834844864046       -0.7082070121112962      45.66043895857525        -0.9280686611566419
0.7603691996750014        0.03240665862270998      0.001207888080153737     1.0107098946287065E-4    0.012090992059323789     0.0010104082074361873    0.12205508838740353      0.010062557135283099     1.2588695081393644       0.08748860062251744      7.114606307619767        0.0761344687289468       18.155223489605493       -0.8882542591579475      46.67348729237125        -0.9885502857022032
0.7804006643558471        0.032407268845460614     0.0010860307912371175    1.0588069980643917E-4    0.010872600505898866     0.0010587214821266638    0.10990215855587539      0.010567769498052175     1.1509261942348479       0.09461773644295812      6.967119934400159        0.11673964411384553      19.112471330475785       -1.0759493883895714      47.77189027926698        -1.1616886684898693
0.6101558987708459        0.04860980022699346      0.002619886617206224     1.0112204811083498E-4    0.026206852690759373     0.0010092280581350985    0.2626507050550336       0.009877193385370688     2.498173655840826        0.07002821981535579      10.917250869977194       0.20287812684970477      22.565749445777968       0.4059772487827526       51.68936495692157        -2.5810661490741604
0.4499291349528818        0.08101633304684987      0.004009794570497342     -1.1935797288031617E-4   0.04009236533952321      -0.001198492714486296    0.4000258042481684       -0.012454447319335463    3.665648527182249        -0.14228713738321186     17.350842231856063       0.19959181418564484      44.70899984908721        5.881501722778932        75.13441250880756        7.474178199415641
0.4699574816123559        0.08101633354042172      0.0040523360268744785    -7.178961758724723E-5    0.04051984137048014      -7.22830714672748E-4     0.4044992099075406       -0.007707691408056821    3.719253632891941        -0.10110881914457594     17.288803644290955       0.32784670650579134      42.59834227109255        5.3708334980314705       72.0351412733764         4.245206006886608
0.4899858272395299        0.08101633366895274      0.004073665353226793     -2.4022673896895015E-5   0.04073521101516101      -2.451746785392265E-4    0.4068563278060475       -0.0029404182650339876   3.7544717450609837       -0.06002732646696284     17.170997572338305       0.42815867688849646      40.636832126954666       4.800643972858659        70.04282236691729        1.584364829764362
0.4399149489236733        0.09721959361356249      0.004425249759043552     -1.9777036754298164E-4   0.04424534627021089      -0.0019843177521635873   0.44136808504932784      -0.020470047023322935    4.0406294561559015       -0.22461377818818126     19.20909323833276        0.1088397411653207       49.95567821982501        7.876964898185821        86.66312193051407        12.877194735549358
0.5200283452238584        0.06481306696801352      0.0035053658961678807    3.1759628310626846E-5    0.035055147748258936     3.142278216115753E-4     0.3503952253283464       0.002801397415264447     3.2513956691950026       3.196373176636191E-4     14.54877359773801        0.37235889120191373      32.64085983993791        2.661471980589798        58.26664667822079        -1.5156609855411671
0.5400566904602904        0.06481306696904567      0.0034782187046657003    6.351399182199555E-5     0.03478551176408215      6.317665335052273E-4     0.34788612374266453      0.005970888399748749     3.242787344110892        0.027244041864860954     14.351480979956646       0.3919045609137835       31.304165720055412       2.219441047015748        58.669500758533765       -2.4901621085825933
0.5600850356927286        0.06481306696926718      0.003433040215624083     9.510667245000487E-5     0.03433555689519424      9.476937530664382E-4     0.34357612813201716      0.009124962714446768     3.2186805389018756       0.054063085985526615     14.13927480651054        0.39692306609262223      30.178205661436266       1.7873870457997063       59.5511320308111         -3.1804091634172704
0.58011338092414          0.06481306696931315      0.003369975130137728     1.2644395772357903E-4    0.03370672218068446      0.0012610790065953944    0.33747871700599874      0.01225507157532185      3.179115102739036        0.08082856497160483      13.918827257589172       0.3896116354008385       29.26069696283101        1.3687080164145902       60.77519992958447        -3.6198990951130194
0.6001417261552908        0.06481306696932235      0.003289236574248557     1.5741619758536684E-4    0.03290112704864034      0.0015708347765377585    0.3296137375568669       0.015351326401521684     3.1241166659751376       0.10760129119598093      13.695499217526288       0.3725907697935719       28.546584328442552       0.9638447767794506       62.22224905846449        -3.8430246337686245
0.5100141725775211        0.08101633370131331      0.004073709186790741     2.3809267359404112E-5    0.0407377329985959       2.3313580345553941E-4    0.407089052953459        0.0018337453213674874    3.7712886894555324       -0.019108240889186057    17.007633125201902       0.5020169904031481       38.854511533805635       4.198541576808055        68.98476163714129        -0.5544962851089342
0.429900616262964         0.11342280776620807      0.0047337969736601605    -3.0077651830955277E-4   0.047329355217992364     -0.0030161383991624234   0.472041309911245        -0.030948185167370936    4.318054325763952        -0.329508919774471       20.57273218603724        -0.08261359416419739     53.43899219719325        9.753046614942262        94.81957814482381        19.13004507298815
0.36980306878678015       0.14581762273799756      0.004754298745735984     -8.307439576364753E-4    0.04752811615177502      -0.0083182016263825      0.4734308619919578       -0.08413718568476354     4.305336797047928        -0.8241035109564177      21.19702057499494        -1.9763160723500282      57.27974142870794        11.404902012934889       100.07132692796777       44.768388152403425
0.3898369060189777        0.1458237597579064       0.004924167820623084     -7.090512697316597E-4    0.0492287586138237       -0.007101844092774909    0.49060941006450237      -0.07204431757045328     4.472908860475438        -0.7176579830250406      21.64307578976904        -1.3678779172296611      56.28024343908127        12.211651102450864       98.92405580779119        37.984545194532124
0.4198857198553412        0.12962566834520015      0.004944702428392274     -4.2945425320601785E-4   0.04943715272738247      -0.004304652633892542    0.49298189637184614      -0.043987939967939545    4.507170032812792        -0.4574740711132436      21.47977286967802        -0.38806891917457337     55.12571441966623        11.342859050759449       98.55504589622369        25.428484932135635
0.4098688862162369        0.14582701325870076      0.005067079147865142     -5.841289701615252E-4    0.05065995795146063      -0.0058530352448176995   0.5051099314428137       -0.05961338424400769     4.617036567351295        -0.6083424964566387      21.97529944175807        -0.8142055551363026      55.111242727700265       12.525763260773731       97.42291311074963        30.91721112444293
0.3397262115849164        0.16197620876989338      0.004545570873626783     -0.0011861716182886373   0.04543903759027928      -0.011872482833115967    0.45239328044694505      -0.11964169877828378     4.107768497499129        -1.1490523019671202      20.530277243024088       -3.542799233315531       55.40211041472795        9.431988316976115        87.1094654391111         52.028698152212804
0.35976779099559014       0.16199887140944821      0.004760089403385075     -0.0010509051303003796   0.04758579383475606      -0.010520856766157155    0.4739910704110672       -0.10624123434545225     4.313587241015459        -1.0315771996538476      21.175945834202704       -2.7650442815045975      54.98234589286556        11.314164292926277       89.37074008875281        47.339087378487925
0.30962401793225613       0.17806857731419612      0.004213319863886986     -0.0015882732357633282   0.042116005142533774     -0.015892223990931213    0.4191522550197117       -0.15967557965171816     3.805192277549588        -1.511391818470697       19.32715006555914        -5.495922254909491       51.70134569183194        5.184276916097431        65.36522600389414        51.89884166802602
0.3296580396986384        0.17811545146712396      0.004467779638161474     -0.001445952455214423    0.044661682927732003     -0.014470694186773376    0.4446878822479699       -0.14563620927606877     4.044710128284996        -1.389622847631971       20.159681426655165       -4.570034853291431       51.722615022524245       8.321755663442401        70.57609999644178        50.46106382310325
0.15689715997525552       0.40588716786942314      6.839773721168565E-4     -0.00512484643100681     0.006858654375958351     -0.05123611241197155     0.0704375180693088       -0.5108184602832512      0.8268733461847299       -4.741047421693906       5.3792680425872454       -24.952583570687853      4.716093087784791        -49.95167315100076       4.950537876884578        8.724075530770461
0.16195621433842722       0.42170743365193725      6.009476585516067E-4     -0.0052538247604543295   0.006030508681319016     -0.05252818038498374     0.06237455488964693      -0.5239517801597203      0.7665621382802965       -4.876861635282619       4.955847761718435        -25.13121775824435       2.717202335611954        -45.52249018164741       4.0674909645656285       11.250090718331988
0.16664111737495735       0.437666738506765        5.021706504020122E-4     -0.005359123583068196    0.005044648508908195     -0.05358338714049383     0.052711065480762855     -0.5347115468311753      0.6889170375961684       -4.989652235589099       4.424067675397313        -25.166006172736203      0.8005835845765968       -41.3330939628405        2.937072850314021        12.270578594994616
0.29946547782810234       0.1941598241464485       0.004067071419590835     -0.001879420084320167    0.04065492639318183      -0.018803300280521535    0.404698369000628        -0.18872044684201114     3.6849092256596827       -1.777038020263946       18.694824568417122       -6.735195456747861       47.22793038106936        3.1059883506833152       46.6987734577199         46.89337729852928
0.1689771136920743        0.39536713922158545      8.503318675833897E-4     -0.005105263631079992    0.008522112206726993     -0.0510409119794465      0.08705479712198967      -0.5089100548533728      0.9841354014374967       -4.712173833983402       6.116664167399162        -24.032394162064676      5.105053105881374        -42.84270913859377       6.124473724073183        16.767293219190517
0.1816372243781463        0.3849751443895257       0.0010384632036231703    -0.005045241017701652    0.010402958057867        -0.05044186310214122     0.10580644521990439      -0.5030193722028348      1.1582769013318632       -4.649155432664194       6.899804320795115        -22.94308755647913       5.5539417916681915       -35.949823192158966      6.968807438793909        21.09257742092008
0.28912853831894986       0.21021411136848545      0.003875698375063565     -0.0021844503286319564   0.03874314644737973      -0.021852758207852898    0.3857946127558569       -0.21910507758980616     3.5269116586774456       -2.053289486355185       17.90418246734362        -8.060333552891883       42.441381850482706       0.6774813165073698       29.803787207429533       40.91154079183132
0.23223938556573634       0.301156316565328        0.002385860129637512     -0.003926699104476554    0.02386245523869632      -0.039264720122557155    0.23887408676766883      -0.3920739195772236      2.2994346451926755       -3.613778082828055       12.183755507589526       -16.15139680542639       17.686926408842684       -16.14887588133276       -2.7812835615780247      20.19764310778533
0.24394043655886075       0.29091451501137816      0.0026413436886579245    -0.003704335300671348    0.026415005781078717     -0.037043622868762484    0.26415277948458765      -0.37011962544290955     2.517689687667662        -3.417705709958888       13.107056956484337       -14.844805484263178      19.801314114454623       -12.126235786020912      -3.0891815267926934      20.00772088939966
0.2783503100451572        0.2261697046014764       0.0036442926111087642    -0.002500393367329931    0.03643151619802621      -0.025010859676381       0.3629422130429513       -0.25052962315247246     3.3353048025816716       -2.3374485248628307      16.983583980477814       -9.46895209132292        37.580148068846604       -2.1121296550852713      15.851043415514374       34.82226152147266
0.2543384629368575        0.2692367052413136       0.002982559499257505     -0.0033191201973035976   0.029822507176349093     -0.033193784571977185    0.297737521165415        -0.3318724881602059      2.7948862506857117       -3.0716692195507105      14.409948729850152       -13.112950069181768      25.205371346087542       -9.032842431964305       -2.3474421001325183      22.792001473257073
0.2680633912682628        0.24189612312958111      0.0033954898049721317    -0.002813093300316896    0.033946293834410446     -0.02813622759641678     0.33839177190033526      -0.2815992687387683      3.130036295266358        -2.617568479188952       16.01560109731491        -10.88185110003005       32.87940469741082        -4.978001927948868       5.825551440136805        29.441667617068266
0.2607531915606294        0.25775229209533385      0.003170774621755457     -0.0031030693628465874   0.03170226217436139      -0.03103459675533399     0.3162811208435583       -0.31042471597297233     2.9488462603655337       -2.878299157897171       15.131658281873243       -12.133663887207861      28.31752245531675        -7.128102345778401       0.029262601987937786     25.16011861346905
0.2550779463429346        0.2826121417264973       0.00287247501913698      -0.0035010584168656393   0.028724438454262532     -0.03501317096662024     0.2870415328019635       -0.3500505298029119      2.716147386978239        -3.2392472178056297      13.928691629276399       -13.664440718691397      21.666821744047898       -8.59693956005686        -2.1742878159563293      20.3606146509744
0.21396343643424887       0.3378469371947284       0.0018019863464274692    -0.00449304778692257     0.018031229686247232     -0.04492434583380814     0.18134990159064515      -0.4482689630819036      1.8175512571957555       -4.128675651567548       9.936488431370092        -19.012569751596928      10.906255803924628       -22.2756458091792        3.3065076136942424       21.29216689226808
0.22576662996407815       0.3273297234503704       0.0020465212910829745    -0.0043026562281226815   0.020474536347363372     -0.04302281072702272     0.20556298058386746      -0.4294877365526432      2.0289523820844697       -3.9580605112749745      10.832280977077646       -17.71256198489993       12.363949575425387       -17.763745313949556      1.7753542515300158       19.59669812482017
0.23750804023161737       0.3168930000104651       0.0022979815329674073    -0.0040930018703611215   0.02298693431055014      -0.040928717769026075    0.23044952770295205      -0.4087912661775235      2.2448213264546246       -3.77141586130618        11.738275193241064       -16.398203129412853      14.055554153797843       -13.682945378746355      0.5031227699885851       18.18561889571382
0.19435646687866245       0.3744991393422779       0.0012455817221258747    -0.004943895832610679    0.012473231713740386     -0.04943000428943864     0.12640651134031364      -0.49304495831403566     1.3460046631450295       -4.551097198579604       7.71896910373885         -21.73489147417087       6.153512175073114        -29.679142336780078      7.269757153224602        22.305986624898072
0.20698129106276847       0.36401623797904464      0.001468238023658494     -0.0048063707000767725   0.014698477445433003     -0.04805667403572616     0.14851430024576853      -0.4794919791139883      1.5443150863243214       -4.422700620667967       8.5644307949853          -20.45100759567484       6.9392385892260195       -24.095976737346735      6.980541610617435        21.451076626500548
0.21928869158745287       0.35350280638237547      0.0017024309246936062    -0.004638756892822997    0.017038730894278306     -0.04638266668282227     0.17173502823655687      -0.4629570224221001      1.7498062816088222       -4.269288804707162       9.427956193814294        -19.136341205517297      7.9531847868023595       -19.230661551964474      6.191471398222028        19.578583734559174
0.05169502478552024       0.5777426800702485       -8.030210771876242E-5    -0.0028641229208008676   -7.985593084109209E-4    -0.028653735659562554    -0.007536605416655616    -0.287693802902463       -0.035249931884272695    -2.897683249040827       0.09685648988370611      -21.043570700035627      0.08128420411346005      -93.36987473885688       -1.6257108526933677      -277.0308601480222
0.06844283392272185       0.5673295581986315       -1.1757818664795027E-4   -0.003544695399955885    -0.001168436475632151    -0.03545914500891603     -0.01094604434791599     -0.3556803276642726      -0.04438675721647897     -3.5423020464244632      0.1788622073605264       -24.33034286439729       -0.4217852492167126      -94.49767610378977       -5.216420475638693       -208.5780724162166
0.07126726274653167       0.5516015484775697       -9.60199918836549E-5     -0.0036884401337421283   -9.519906810999821E-4    -0.036893950669043836    -0.00869638874619469     -0.3697567963731742      -0.01571194507561754     -3.6544123630542322      0.40719336723836447      -24.762275800866416      0.13787481004074353      -94.76340705679466       -3.82572887063708        -200.7941621485094
0.10753798110710484       0.5126617120447629       -4.958381232254515E-5    -0.004767483287550548    -4.800312668669107E-4    -0.047677001212100535    -0.003221280712773129    -0.4767671148162053      0.09798853034093274      -4.590437911755402       1.2881955466419954       -27.573068104994046      -0.44800329353807694     -77.74165572068762       -6.79339835465541        -73.57865971332977
0.09972219022029942       0.5262690270764764       -9.021810108980373E-5    -0.004572279654035366    -8.880618692646869E-4    -0.04572766625813949     -0.007468028378641995    -0.4575615593907268      0.043741165813200596     -4.436125830518951       0.9324784907889382       -27.33505985355473       -0.6272757177819255      -82.05775062519649       -7.600285362103368       -95.38360970195625
0.08982602051343412       0.5421563063470642       -1.2019593176044267E-4   -0.004290014868365621    -0.0011900851493023658   -0.042908160484437116    -0.01071074860595056     -0.429703616912486       -0.005410328721414041    -4.203830536175396       0.5803353169971596       -26.808404501027873      -0.7205813676418201      -87.27920426063281       -7.6721891125995025      -125.64933791172474
0.14969846542694187       0.47245049835107106      1.8878255075276105E-4    -0.00536874057520051     0.001910531030495672     -0.0536829732613034      0.021361292513233075     -0.5360763699178436      0.38772034842489167      -5.052126936098371       2.844173022450146        -26.582974037920824      -0.9772794513566913      -49.922260663150894      -2.660266239347027       -1.318293743850697
0.1565811206216322        0.46068628250450877      2.8842640358830025E-4    -0.005390179400495431    0.002907439570008084     -0.05389602807016321     0.031372560263977084     -0.5380611785165526      0.4870559540163482       -5.051200275969611       3.3614434963597675       -26.082115663521883      -0.5287484474100501      -46.178123803834495      -0.6533102776874075      4.480630591983108
0.16963695167349435       0.4546642348682587       3.7656006888973193E-4    -0.0054393227513538376   0.0037900598789193077    -0.0543875054957492      0.04032238048309306      -0.5429553317985919      0.5820711762040726       -5.079772287534344       3.7382833145156256       -25.170960674518707      -1.0129276462682404      -38.18806447539436       1.3336261293481062       11.63882351690525
0.1221443193408763        0.5139539753092466       -6.794187891018671E-5    -0.005042521844694291    -6.609216664298158E-4    -0.05042744079557412     -0.004761076650167662    -0.5042439496205305      0.10447415071238746      -4.83656350999504        1.2938320280308406       -27.66794334019412       -1.8096648275263925      -66.71295756642407       -8.386915823217576       -39.2498808605637
0.15513591715173541       0.48559417908482316      1.0466623869664474E-4    -0.005431874451179405    0.0010704855599151684    -0.05431633068860752     0.013076098020119135     -0.5425987686127595      0.3168085711583715       -5.1219529249197535      2.3458512006981564       -26.32567980990682       -2.5520369250302113      -45.07810878855184       -4.091014177951727       1.740737367422483
0.1440855135846835        0.49587644376716816      2.7044467336886296E-5    -0.005343367868396134    2.927389582493222E-4     -0.05343268406219497     0.0051498012901255545    -0.5339268335261672      0.22916152450350816      -5.065836324573926       1.9279100583595028       -26.968573383205335      -2.4157692820259062      -51.9047215849277        -6.101173190739927       -7.81499716298021
0.13293658007497822       0.5059046469006685       -3.27679008258744E-5     -0.005211698833971317    -3.072167175174041E-4    -0.052117676002344536    -0.0010296855336052856   -0.5209688976401717      0.155671974496592        -4.970464092095056       1.5588482797313683       -27.438106800280227      -2.186492969583813       -59.227082528361684      -7.589283234903687       -21.280825825973924
0.03731914994004382       0.6168858795556775       -6.37703393427201E-5     -0.0020944831846829797   -6.3566156809815E-4      -0.020959468534377995    -0.006149792179089355    -0.21099668364460053     -0.04186106284599542     -2.1780687000135583      -0.08906881271778044     -16.842295286824072      -0.10320254899381698     -82.41022579739244       -0.7422981073352036      -300.8561594795322
0.04435936820289414       0.6078698663740514       -8.251981502525462E-5    -0.002447092244174939    -8.222634146835802E-4    -0.0244862069326425      -0.007925863567476682    -0.24631443888988916     -0.05152716296939785     -2.5235988310329156      -0.09269203487836629     -19.015486951954987      -0.24558816495863778     -88.57339880492971       -1.9909307668444693      -291.5685887081319
0.05207963135004408       0.5950535150771081       -9.930286961716081E-5    -0.0028236029938781266   -9.888731109908915E-4    -0.02825101756538539     -0.009469435137444254    -0.28391598330721063     -0.056324653507396016    -2.8817893415204066      -0.054678457147945954    -21.07077194966435       -0.39651492654216575     -92.73229672451627       -3.1564500083442293      -270.5680434734809
0.018548175443968716      0.6610987340498273       -2.1934995374113896E-5   -0.0010417054756800962   -2.1897778735062003E-4   -0.010427833587131423    -0.002151573491414704    -0.10533134474469162     -0.017458828668743268    -1.1222824676661516      -0.06688443728311654     -9.486051061781163       -0.03832302175319885     -53.43130910410167       0.7764091342721738       -254.15662283494405
0.018413556119043096      0.6711563227009809       -2.3959755949510016E-5   -0.0010094905817420918   -2.3929680537459463E-4   -0.010105970637850221    -0.0023618830321621882   -0.10214259509317215     -0.020150458520085304    -1.0939793210090618      -0.09663329676298503     -9.330977030613427       -0.27414120703169503     -52.896322943890304      -1.098830516087464       -252.2712374650258
0.026489688106711134      0.6564371098296007       -4.4425674573948827E-5   -0.0014479080802554006   -4.4349587190537474E-4   -0.014493124241233338    -0.004356939296510255    -0.14629801339537452     -0.035373490865022894    -1.5479846609309205      -0.145544570914754       -12.713596127050687      -0.276539631490157       -67.7291626079444        -0.5031939156615294      -288.570422826685
0.029719978321069755      0.6468183841752141       -5.161284483137905E-5    -0.001637714937788927    -5.150961525746721E-4    -0.016391919346081227    -0.005045534980466619    -0.16535207769431734     -0.039729468789310864    -1.7387140549929931      -0.15353065598450719     -14.053395306796663      -0.32513737383746794     -73.13096532375982       -0.6840107545059447      -298.525289229085
