% Model:              buoyancy_free.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 10 2025, 17:41
% Dimension:          2
% Nodes:              4256
% Expressions:        14
% Description:        Velocity field, x-component, Velocity field, y-component
% Length unit:        m
% x                       y                        u (m/s) @ Ra=1           v (m/s) @ Ra=1           u (m/s) @ Ra=10          v (m/s) @ Ra=10          u (m/s) @ Ra=100         v (m/s) @ Ra=100         u (m/s) @ Ra=1000        v (m/s) @ Ra=1000        u (m/s) @ Ra=10000       v (m/s) @ Ra=10000       u (m/s) @ Ra=1E5         v (m/s) @ Ra=1E5         u (m/s) @ Ra=1E6         v (m/s) @ Ra=1E6
0.32135769327241137       0.47937379499019267      3.965716847084297E-4     -0.0040719003421573205   0.003991868946750233     -0.04072045065830931     0.04250170113569988      -0.40689709607039026     0.5992013881212933       -3.690563792703092       1.4491006859288778       -10.472907099734547      -6.182614590130551       1.9823091272437787       6.610831674053388        -1.6676864917695993
0.33119863783987996       0.4516976117657303       9.516814628863088E-4     -0.0038310011030656195   0.009540599214554838     -0.03831446633124045     0.09771885740314834      -0.38315304380070375     1.1026307575643302       -3.491481621529878       3.7329183463222506       -9.763695205825242       -3.937122627098774       3.1793903051776713       10.838644962333673       -2.260341032996618
0.33456706650691115       0.4678130179849791       6.420933844287102E-4     -0.003802466189466634    0.006445308539998962     -0.03802759318583096     0.06684346984683903      -0.3801329860476597      0.8147151547856278       -3.4493827636646244      2.3611046535620908       -9.449552274170351       -4.9768140541644605      2.7665855933360493       8.257618457813686        -1.9930687175176003
0.3997548978282823        0.35623220344773654      0.00314522975993521      -0.002071044162642917    0.031459833234829954     -0.020727904489435945    0.31512889871495525      -0.20874768642969568     3.010790068522501        -1.9855525518818566      12.183089208559837       -4.2874475124195195      9.060947718864512        8.950117496235999        23.60518402069161        -2.0031537508220585
0.34406643028546857       0.4409752805746109       0.0012012580199518357    -0.003550062840168591    0.012034255945201975     -0.03550677739532624     0.12242829879574922      -0.3552648710696557      1.3182473348658268       -3.243026291699677       4.633626920809568        -8.732322557757483       -2.698852420065395       3.9684318575178037       12.19789642737831        -2.5842366924483575
0.389797998057927         0.37233093653958943      0.0027791758109394723    -0.002346254308523053    0.02780187968399384      -0.02347816938592909     0.2788369880423258       -0.2360368761471168      2.693099292621971        -2.219308767536301       10.73808375697965        -5.073082556324471       6.244791583125054        7.974702963406874        21.008459520630847       -2.644286322812793
0.3795877930157572        0.38953317449017044      0.0023855194166988243    -0.002632938389648449    0.023868171102653598     -0.026342856135047107    0.23981525991821687      -0.26443883413657915     2.351089533163671        -2.4617209639283524      9.191679377787949        -5.894966690555942       3.5989148424029582       6.959686375868458        18.65963533477505        -3.007316788806762
0.3562899204597969        0.43023362745278004      0.0014587256007398076    -0.003270122424682366    0.014606727943536027     -0.03270913259002304     0.14791531104169753      -0.32748646131379316     1.5401577179826351       -2.9982356018024983      5.571606558319348        -7.774320783330382       -1.377821637408066       4.685837724549338        13.510179114225595       -2.8196460136318486
0.36755750576735224       0.4183396329597286       0.0017435032266783247    -0.00299753130234792     0.0174521913191553       -0.029985108790628694    0.1761189621059088       -0.3004587935603676      1.7865187104186617       -2.7631905403412778      6.634853098743846        -6.902144561374121       0.12476656295366438      5.409136508352701        14.983901593210325       -2.9880946878184313
0.37754847923740065       0.4070904057330733       0.002014543654527647     -0.0027477093196072787   0.0201604209264342       -0.027488634075697838    0.20296444383745343      -0.27569229994021827     2.020879591837566        -2.5493359812485608      7.656575643120415        -6.141832722829072       1.6482433754997055       6.069620356178107        16.387262258160906       -3.066441479518205
0.3298163949107702        0.4975025179734518       4.97566191079133E-5      -0.003923193843088132    5.232003210600009E-4     -0.0392316996592904      0.007783640432199726     -0.3918493777319714      0.26564426799770885      -3.5333134508282495      -0.12806207776052747     -9.668358205903175       -7.189802288459007       1.6983466461151713       3.4422832361616966       -1.4318636510630804
0.3201268233419137        0.512275778653151        -2.3462905899370652E-4   -0.00410204434154532     -0.0023197924610765057   -0.04101878672754595     -0.02054333936768243     -0.40956900342358527     0.004467147210295844     -3.689921365066932       -1.280483208205989       -10.310457584465743      -8.531842596405701       1.0079822295339047       1.0778920366911589       -1.2170175353887436
0.31019033889608655       0.5268407326878055       -4.965338125698292E-4    -0.004264080705721989    -0.004938375144325313    -0.04263806249713206     -0.04666773448645135     -0.4256465067812149      -0.2391653356762822      -3.8350776640163815      -2.3596538908594074      -10.943134577977034      -9.879972779821237       0.31192468711296867      -1.3202900781625593      -1.0621457625675228
0.29999499742432284       0.5414551264876435       -7.389571742464209E-4    -0.004406862933953388    -0.007362578381837739    -0.04406514921934945     -0.07089314168362436     -0.439840528995357       -0.4683819914458562      -3.966751229080348       -3.3824541028970203      -11.563590611671195      -11.269091690666885      -0.41215889611140405     -3.7908611725046844      -0.9745045735776886
0.2219222274524664        0.6287482906986461       -0.0015367105237930922   -0.004800786286018598    -0.015349237818314388    -0.048011146878814755    -0.15163021436838975     -0.48003996604192295     -1.3061245212150006      -4.467769593415529       -7.252245884731086       -16.048505130689573      -19.50495217410508       -7.899759483520037       -21.435991708090807      -1.7814525209229795
0.23425011328230644       0.6178089399247081       -0.001520251089825672    -0.004810228559228463    -0.01518265167398978     -0.048103353896102596    -0.14976567308248476     -0.4807224530849176      -1.272585321947184       -4.441988684560912       -7.084682274531478       -15.312015348740614      -18.691210301963107      -6.234144614258192       -18.773380381913896      -1.516404413601541
0.2472914182281727        0.6072587843512499       -0.0014921228150919915   -0.004777816219322355    -0.014899672402219932    -0.04777723673217358     -0.14676715629271428     -0.4772466492422644      -1.230609595629877       -4.379168244560035       -6.883904251838245       -14.48249161366971       -17.79811817127621       -4.7400337278343825      -16.293076018156174      -1.3823746583946706
0.25966931014470146       0.5967452742438549       -0.001437153721003463    -0.00472006241983964     -0.014348559826927064    -0.04719815417744346     -0.1411162872078979      -0.4712899456520802      -1.1656811508322775      -4.298718903347296       -6.578206377120082       -13.711715734864397      -16.79727016107182       -3.569066956316799       -13.975772531477729      -1.2824385216056486
0.28932966259825155       0.5559591350507378       -9.56229961306898E-4     -0.004531561810966992    -0.009535707430574816    -0.04531182156599072     -0.09265255880703693     -0.45227556091530813     -0.6777191684824762      -4.086823433495852       -4.323437765741939       -12.190372862343787      -12.689189355828908      -1.1850567151418483      -6.3166546004432576      -0.9526611546472502
0.27740464572901347       0.5704700329833956       -0.001143379416941299    -0.004646094344158952    -0.011408013057393047    -0.04645735998441165     -0.1114466712304795      -0.4637556136159752      -0.8623008603420468      -4.204360713397469       -5.162478469413265       -12.887424533944696      -14.14999306910323       -2.070846847211708       -8.955087733993908       -0.9747512192659007
0.27043513939163766       0.5851784403401732       -0.0013350527480059974   -0.004660661004865857    -0.013326245623778071    -0.046603171344393964    -0.13076798962634553     -0.46523499112453975     -1.0572223503461091      -4.2247614290514255      -6.070717879186106       -13.107674802898044      -15.621435675432048      -2.680958909027354       -11.637928278960798      -1.165175374678366
0.20288701748745921       0.6660975236097048       -0.0017084448458653013   -0.004491629587621338    -0.017073766730205626    -0.04492398944969441     -0.16958335159684768     -0.4496569678062868      -1.5333920237494192      -4.2396961079882765      -8.474313873131907       -16.06349009051526       -22.618183599119956      -9.891284684873979       -30.2654276469687        -3.4918871867287433
0.21476402675326633       0.6554859954397255       -0.0017449734022233806   -0.004565697087698752    -0.01743684504791226     -0.045662029997404895    -0.17299097977690547     -0.4567521053737938      -1.5479227335386396      -4.270565298136904       -8.507357589407349       -15.46995006439859       -22.096921036342337      -8.110201759256883       -27.356047032319413      -2.926756332698788
0.22681208897237834       0.6447053019851272       -0.0017616672701868932   -0.004610988922336996    -0.017601617626506912    -0.04611246770400504     -0.17442069232017562     -0.46098854531870354     -1.5440471401745979      -4.276203412113484       -8.454078815404507       -14.849087647439044      -21.38491658253669       -6.586743699028793       -24.506937490444226      -2.510967229259512
0.173805264345365         0.7119937449969701       -0.0016679489363211786   -0.003911820456889276    -0.01667774835330518     -0.03913284592296923     -0.16651928003686844     -0.39251800679764187     -1.5765389000602028      -3.7933052137561636      -8.934667643638369       -16.06098065665108       -25.04453112355668       -13.695815736986061      -42.760149192488086      -6.391269060232651
0.18523087844297734       0.7019476193315026       -0.0017647092425805671   -0.0040589180980948126   -0.01764347469019711     -0.04060120823630516     -0.17598287777865848     -0.4069152733538603      -1.6507617306848428      -3.8935060098701655      -9.236974493925848       -15.63622036367582       -25.125234579627016      -11.414149302744631      -39.87024959690826       -5.3185963002520005
0.208349256305843         0.681514296693628        -0.0019132349622603439   -0.004282173976625888    -0.01912460858008747     -0.04282843355777469     -0.19037227873532894     -0.42860758806502375     -1.7532647419101008      -4.026070886286342       -9.609552637049937       -14.682209612797779      -24.619289462944725      -7.904955589171899       -33.880921359728795      -3.895270531711574
0.19674669355575122       0.6917833209728225       -0.001847052770216829    -0.004182857951750127    -0.01846489274217718     -0.04183793372079352     -0.18399009959426094     -0.41899125690932787     -1.7100579659559185      -3.971251190685812       -9.46298477778398        -15.173542508956777      -24.979576045045672      -9.50464981975015        -36.886903388066706      -4.51290646868718
0.1797090982009184        0.727078900015067        -0.0018438091094619693   -0.0036941409436380365   -0.018439149184279694    -0.036954588866569445    -0.18440207094605718     -0.37059513430108737     -1.7683936509652745      -3.5668927553679812      -9.987512624493958       -14.47420698641083       -27.202627442103296      -10.447822632004941      -47.07548117528521       -5.849920907087056
0.1499821388165355        0.7601697607881122       -0.0015304453423654548   -0.0031107967668474804   -0.015310202959782476    -0.031126722049027243    -0.1536017630524839      -0.3129471897781684      -1.5164177965332484      -3.103023462187465       -9.010473702299437       -14.651803065385092      -26.69821251370565       -15.868194908454768      -55.795671118849         -8.591643191143389
0.1550616198598114        0.7493837932874123       -0.0015716859684600896   -0.003302328224236278    -0.01572116605210512     -0.033041429617715924    -0.15756435285379475     -0.33201602120207147     -1.5417757387670934      -3.27266343050922        -9.044749063349819       -15.06161824023616       -26.39057293899791       -15.432215987540472      -52.928459930733815      -8.226487646970945
0.16816554008028245       0.7371262606692738       -0.0017209924855769896   -0.0035284905106111914   -0.017212577053821784    -0.035300534427521464    -0.1723036619895745      -0.3543250016331449      -1.6673399066599874      -3.4473171452096776      -9.575027555564679       -14.81176199678958       -26.93945652430033       -12.589878250000325      -49.87990407776784       -6.821827919210334
0.14964814345100236       0.7707277240488404       -0.0015582002047237649   -0.002940656524683314    -0.015589273275062389    -0.029424873350933297    -0.1565434576124992      -0.2958947271999419      -1.5572760503970748      -2.9383760254288087      -9.321044806333505       -13.839571590640062      -27.635127035065015      -14.388623842847368      -58.82315206090782       -7.820766271415195
0.14514278864758284       0.7832054502203182       -0.0015173693226556205   -0.0027196782765678312   -0.015182398722532032    -0.027215209501288636    -0.1526213117264051      -0.27382820283217324     -1.53268836801584        -2.735420497904952       -9.32067202680764        -13.186738896292619      -28.04014155945029       -14.139612185205609      -61.90486857011408       -7.409491571377516
0.1217980810513225        0.8011615395262864       -0.0011723930793763762   -0.0023001541123444454   -0.011732857169998882    -0.02302235898330764     -0.11816888881143171     -0.2321858972136189      -1.2088579253909477      -2.383189060183376       -7.7788211688636295      -13.330913134451032      -25.44033832330875       -21.647793176507466      -63.23668503798302       -11.795809600984684
0.1379567771584984        0.796211999307841        -0.0014250395591808866   -0.002474830281261316    -0.014260188548363884    -0.02476705851504282     -0.14351425463209067     -0.24940142845230298     -1.4562497080135015      -2.514121550702051       -9.060818615746605       -12.646803264318836      -27.999378618504576      -14.872966528047675      -64.61982443835575       -7.239010458384063
0.11701570704405072       0.8173223416736919       -0.0011098718559382813   -0.0020153942585511395   -0.01110866176592007     -0.020173762535623533    -0.11203336222844427     -0.20361963610798847     -1.1602284535430913      -2.107364736931117       -7.683716985414468       -12.186725973838952      -25.894648668988733      -20.782690990621095      -66.51714337081073       -10.314339545992775
0.09542223238811703       0.8400692489484478       -7.887274062027712E-4    -0.0015179269342698797   -0.00789619608874808     -0.015198272211146373    -0.07982477573228731     -0.15382375616880353     -0.846264493369816       -1.6414737370695016      -6.069542431858734       -11.103363605605535      -22.80577130912165       -27.74267559036742       -65.22857028314763       -17.337324920603205
0.11222954584120404       0.8340795870276564       -0.0010378542352128504   -0.0017260468943527771   -0.010389231387677049    -0.017278892774977853    -0.10491902556339093     -0.17455019453711876     -1.1001746669278136      -1.8226776578049002      -7.530885939222489       -10.931277300523247      -26.309637311299706      -19.650977181093136      -69.39209425693387       -8.274898777116176
0.08470715354068509       0.8629105337605132       -6.28676172624621E-4     -0.0011252230211622133   -0.006295182312151688    -0.011268399785292406    -0.06377379742519929     -0.11426482026710882     -0.6901229669742743      -1.2441833715751016      -5.308946817114726       -9.229398626097801       -21.930829096684313      -27.868699746376308      -65.31913445847816       -19.462393545613935
0.09378593992237212       0.8553830712983022       -7.574080024941058E-4    -0.0012923040262187466   -0.0075835115865122175   -0.012939996429137197    -0.07675181794776921     -0.13104742490759239     -0.8224720315194969      -1.406949499165473       -6.086368943304379       -9.718867976835178       -23.712756716708252      -24.657568323116223      -67.84753849088378       -13.00490633124926
0.08134395484458322       0.8759232777946748       -5.69000517799922E-4     -9.385306288103926E-4    -0.005698292925818922    -0.009399616894988312    -0.0577955036995662      -0.09540011526439753     -0.6328342020000041      -1.0485036153902902      -5.0785385926162485      -8.083622946504468       -22.220130139129562      -25.931068169550333      -66.6730037936707        -16.858986111227903
0.07314156389872081       0.8891463044717386       -4.540367984720225E-4    -7.318711985745925E-4    -0.004547637736673286    -0.007331008873112826    -0.046192650394420075    -0.07452326375718699     -0.5133814289968516      -0.8330669235040461      -4.36427262611383        -6.939040663314304       -20.828122107432034      -26.120657593784443      -64.9965038498542        -21.35739643207148
0.05168564205048776       0.9023162768603004       -2.2952855544648078E-4   -4.6197094483919546E-4   -0.002299516335860991    -0.004629200891916477    -0.023414988795669785    -0.04723823434153639     -0.26697859098935367     -0.5500087785324363      -2.5212388888721375      -5.509360856790587       -14.24651193875795       -30.811189301067706      -51.012462788970375      -62.28982633422622
0.04902119589589042       0.914546042076054        -1.9478314947795754E-4   -3.5179750017811566E-4   -0.0019517074244232743   -0.003525628432399018    -0.019903014635043608    -0.036021189884134434    -0.23037572532626313     -0.4246892273022425      -2.2990631356504485      -4.457122714010672       -14.038070921812357      -26.679637385344414      -51.6690815342868        -57.30327731309188
0.06551466856911281       0.8991771342942297       -3.585978763114391E-4    -5.802727316533052E-4    -0.00359218526464496     -0.005813341560080376    -0.03653576417168572     -0.05918537462303967     -0.4115790453171728      -0.6723984774216227      -3.69037470073235        -6.0222722217118045      -19.10446829105172       -26.358400373225503      -62.11602985801959       -29.083097991454032
0.039157790659288316      0.9308600951959822       -1.1078563142616654E-4   -1.970218134566214E-4    -0.0011103939820593636   -0.0019751787173914533   -0.011358165998410483    -0.02025057057152507     -0.135615621922532       -0.24732235647577464     -1.5184051895710542      -2.959682876503814       -10.971479807439536      -21.890097381153208      -46.14210327016287       -68.2193342057801
0.05137504506822632       0.9258731836606817       -1.9221240773031529E-4   -2.8266135262200676E-4   -0.0019262027371553944   -0.0028329035624966407   -0.0196692912823758      -0.02895821437125794     -0.23077088229860762     -0.3430559231043983      -2.4166910115086413      -3.641224282553081       -15.72653511161006       -21.523421396076966      -58.580065370290875      -38.74264600533321
0.028489002705041788      0.9481237608903796       -4.799124970769884E-5    -8.542703594908889E-5    -4.812273929823585E-4    -8.568536659556659E-4    -0.004944912405075914    -0.008830011476623984    -0.06177401256036947     -0.11339816752560632     -0.8060956052388933      -1.602255746954958       -7.127277953075741       -14.986141328215837      -36.98123826745023       -70.30659029957457
0.03715227277862426       0.9402270006970478       -9.029010939761283E-5    -1.4322190642013306E-4   -9.051248999086858E-4    -0.0014360389246788998   -0.009274678534790692    -0.014745305762294533    -0.11269337565943023     -0.18279905364105864     -1.340363625436327       -2.2990162854515503      -10.491729593532751      -18.125950223747783      -47.122830777878285      -60.844891233789625
0.02660701177730922       0.961736570654133        -3.017359961505337E-5    -4.1769615370754786E-5   -3.027089541958762E-4    -4.1913480495234863E-4   -0.003125774258169116    -0.004337555337037704    -0.04092412073553376     -0.057956836488496595    -0.6146537052683634      -0.9144753892623508      -6.375037651722352       -9.594798203785823       -39.458839159402054      -51.0641856190847
0.025448399077452         0.9762680113043657       -1.6013169723579657E-5   -1.4421823031570049E-5   -1.607688536752865E-4    -1.4479581332070646E-4   -0.0016727042702262232   -0.0015069002954833514   -0.023459052755009608    -0.021174168368105876    -0.4198617682079066      -0.3778431559083573      -5.144114363202049       -4.4250018702242775      -38.64556772786366       -26.33774515949482
0.8618437977272869        0.19578716769426419      0.0014384957244109769    0.0023452051951869135    0.014395685990132814     0.023470107129448633     0.14496270570226255      0.23636924281622787      1.4783477760309678       2.3846883511114902       9.268946310004187        11.952573348333168       28.784872595150066       13.439010363968615       67.05983784093418        6.1002916273437195
0.8780158406627816        0.20075328679706955      0.0011741262427001492    0.002331789594298167     0.011750020082159028     0.023338869727077573     0.11832342081315218      0.2353647704027599       1.2087996298512618       2.414592526915857        7.756223659925147        13.491274709140626       25.267394476325254       21.929159400146915       62.73408618081866        12.128683661877558
0.8487529664928517        0.20641998483540994      0.0016395212628759865    0.0025722309851645003    0.016405691281387965     0.025738856567485785     0.1650247770792214       0.25887913234010557      1.665182365575063        2.5722478616066518       10.100395891888555       11.852049512092124       29.90878570329618        10.354253358572263       65.73908761332689        5.2300339256635455
0.9811053102050902        0.2584934744528908       3.264636312463228E-5     8.194834222865131E-4     3.265144325854345E-4     0.008207040585656163     0.0032688415449030716    0.0832758677088855       0.031843102826068476     0.9226638811933041       0.1927946110861802       8.424123270670172        0.5061517377628156       50.623492723195824       1.436537427705334        242.41123185715813
0.8951338797929123        0.20738849071576015      9.072963062620245E-4     0.002287010720493653     0.00907956681465113      0.02289366108546745      0.09141693889943797      0.23118843516159818      0.934030321174332        2.4118696989882267       6.111056773849598        15.013124990835996       20.84022916482867        33.699415451748386       56.783014278222446       25.374722101150905
0.9632866165303576        0.24272365609897595      1.262140680334393E-4     0.0013600854876624855    0.0012626785951295827    0.013620482559833004     0.01267549240459445      0.13813686697979374      0.12664657003032234      1.5194838245408155       0.8278321159296468       13.158368751257106       2.8399556747859065       69.60021100625197        11.29093873888445        247.57400074626773
0.9564384995265306        0.23158706081650596      1.7881475501544625E-4    0.0014771671591861408    0.00178915599356288      0.014793006390138681     0.017985284054907832     0.15002826611641973      0.18185632980026098      1.648368877628241        1.214258246171872        14.019453638761101       4.286612689836017        70.34236587599959        17.248676679351515       218.46691963875887
0.9137261083494185        0.21091508440148699      6.459541157936068E-4     0.002113914696215149     0.006464271433730574     0.02116406520247829      0.0650889996411456       0.21405201463734572      0.6663200664163232       2.2745623488081823       4.45139300557538         15.80921283743501        15.8374939540538         47.68486007705591        49.15297366808749        53.725181404353876
0.9327644935585953        0.219478675519141        4.0889082523140564E-4    0.0019041468592611338    0.00409168173841927      0.019066368939927716     0.04117768018963714      0.1930941162743307       0.420117525168309        2.0853962952661735       2.8288421164879907       16.00225342114985        10.259747631707162       62.39471674587139        36.330741796042474       113.29502643871896
0.9440614298705913        0.22985314025524123      2.872031478644235E-4     0.0017695073083663054    0.0028736851982608808    0.017719030550171037     0.02889064975393869      0.17953637650243406      0.29229777884536895      1.9517300615785103       1.9484684760825968       15.688814817889028       6.988987484757281        69.320983603276          26.56531885428563        166.86403827061122
0.9707858920617148        0.25303323406305456      7.85015105974149E-5      0.0011777287316829578    7.852360897122469E-4     0.011794330922215612     0.007871255005477333     0.1196228347539927       0.07764319702110638      1.3181111727649288       0.49418159337130974      11.646825248108724       1.622798071494501        65.05042018964203        6.757605914450336        264.61826638548035
0.810813742858764         0.20522984515347223      0.0022855484970924138    0.0025880601979754963    0.022868421515424023     0.025889435144216894     0.22985447262030914      0.2595743128407871       2.2944079160218496       2.479189282781292        13.020656475545673       8.922069830789917        34.36902065736609        2.1555510435362826       69.61094639374159        1.9758289617554485
0.8215399623968394        0.21491626435882438      0.0020780773365629544    0.002757386097269182     0.020791714335646794     0.027585410433031265     0.2089020168205486       0.27680457332210245      2.081415846413577        2.6728739344938184       11.984136644742895       10.402138869392827       32.55887012087092        4.720703758910202        65.63098255708984        3.3846295793743506
0.8360582479467501        0.2175765742455157       0.0018267611751543132    0.0027889875455884288    0.018277375705173307     0.02790462023084751      0.18365762299744468      0.2803295557487973       1.8343703802824927       2.7468733257815043       10.808271001049418       11.74332054465821        30.658914089018072       8.22593589053099         63.61588136023014        4.850303302100975
0.7906168086708624        0.2109065335402551       0.0026146629906589882    0.0026452694972671467    0.02615949856548436      0.0264575849587178       0.26273332259728327      0.2648374419642194       2.6000540205674514       2.478191906125964        14.226248723419335       7.961948570524419        35.504417776160835       0.701037829868436        69.19525686794174        1.3610649740020122
0.7301154796011291        0.20995433303064184      0.003593732209373649     0.002322581375161173     0.03595094082303509      0.023219741098547565     0.36063737514014305      0.23134218260349923      3.5087528251216997       2.0402855005434084       17.485775154361026       5.0811035108481475       38.40463500654449        -0.06423763971577721     73.35449667560563        -1.648050042808223
0.749886673200732         0.20912784729950648      0.003289399723307809     0.0024354913566153567    0.032907832632330276     0.02435205831333054      0.33025638355532744      0.24299056886844728      3.232018860144049        2.183906802481381        16.572389347593955       5.771894371450983        37.75318337536773        -0.3743475343031521      72.43940549758572        -0.706939474376263
0.7693364900805173        0.20714760497715712      0.002980191507730497     0.0025033955483219007    0.029815884289495987     0.025034578266665334     0.29937747404660553      0.2501731811671651       2.948635897751851        2.2910856908862          15.586771896049298       6.548913675573374        37.01450486573156        -0.3601232427895424      71.89262008639899        0.09912776397264879
0.7198243735253471        0.22618095367178603      0.0036711154315849717    0.0024859017137917015    0.03672200282415033      0.024851187471371324     0.3680633510231757       0.24745838493509167      3.5543268107999637       2.1684899096574726       17.489878890713417       5.4421307830472045       37.40098291698535        0.6635860010171538       67.95864975851974        -1.2028047847904855
0.5600948022703439        0.2592326424779396       0.004928385882447443     9.013044629490326E-4     0.0492855452581095       0.008991405867731846     0.4926404011132402       0.08763028813636592      4.6042787769737785       0.6117126719235458       19.890914405621          2.762924186126362        34.12169486686866        8.727962204207872        61.72363576745297        -3.6785613261795063
0.580135377221385         0.2591956827222109       0.004828878046538965     0.0011949792814365872    0.04829112385280035      0.011928741462766032     0.4827741844897125       0.1170229975058966       4.521365771728347        0.8746605969067324       19.701996970025675       3.196368683159228        34.41314297937253        7.559284282633157        61.39423052247388        -4.06027210112239
0.6001795988688666        0.25912527886558473      0.004702236709067382     0.0014822531490525312    0.0470253196375558       0.014802310666471558     0.4701924643049504       0.14580543311553384      4.4136384237038255       1.1354885677704278       19.448717999601957       3.605107421452931        34.629503251841776       6.403544597818116        60.783901593091564       -4.03217168926087
0.5500822286546411        0.2754340848459037       0.004756287784443522     8.097537260608481E-4     0.04756331745038836      0.008075271210474166     0.4753097099181646       0.07841969226626251      4.435248378565739        0.5268574956972626       19.004659516397982       2.6268055364954574       31.027332662892054       8.944433411208495        54.88306005373695        -3.3119354252015376
0.6302022861673778        0.24287901067901121      0.00462510664818602      0.0017495677606023995    0.04625693238549811      0.017477727245360935     0.46281173052235997      0.17275657596435823      4.372693382719622        1.3928542036301232       19.675866529334773       3.8810324106901253       36.99062499864391        4.744489739508546        66.33081405814755        -4.184858451375264
0.6501956848372622        0.24279309900991794      0.00442846094857273      0.001991772349290705     0.04429117373923464      0.019901301174840316     0.4432465140971676       0.19712115262917507      4.202121308093228        1.624804275319873        19.217519504109422       4.252054914317134        36.87937799769605        3.6888016621887316       65.3202780946673         -3.53047492195806
0.6701126628793181        0.24267203742524002      0.004208720011467374     0.002220141381299744     0.04209434548678059      0.022186887160927173     0.4213606176256506       0.22014754877775985      4.009027011807903        1.8504747035467013       18.679491595767903       4.670332730111778        36.697538343242634       2.7448861840622545       64.26136971785684        -2.6980693468257613
0.7096334353658602        0.2424057954425835       0.003708424739676764     0.002625310515481836     0.0370921412863661       0.02624356693323927      0.3714650975253457       0.2611911451566528       3.5613300577260163       2.2756267755857764       17.337895003935127       5.761322017145672        36.06907602910405        1.3280551347480396       62.13510499847962        -0.7845513422454574
0.689941137162386         0.2425685671951207       0.003967534049316789     0.002432682664167782     0.039682928657952705     0.024314590915989236     0.3973162608705179       0.24163987827739897      3.7944475928566406       2.0685780695476903       18.053746487715372       5.165208607715205        36.42987678239161        1.9446670725282524       63.17858086956437        -1.7600538750768988
0.6202216651294242        0.2590222975185232       0.0045492930842120395    0.0017610557800725065    0.045496433262550436     0.017591449826837396     0.4549767659074508       0.1737756137209346       4.281547564556646        1.3932278125828395       19.126350861807904       4.007896760672917        34.76834022948699        5.2914789524578785       59.980031741596896       -3.6691836955756223
0.5400672371593407        0.29163364077346715      0.00454529803496813      6.927562687037907E-4     0.0454525043214421       0.006905002064278443     0.4541294054969905       0.06670449625137208      4.232942947290186        0.4222911008218077       17.977738008384975       2.4140626113415387       27.76124137658192        8.962089681705121        48.15182614788486        -3.0814966482198898
0.4799404902790998        0.32403664584132785      0.0040212927121167225    -3.888518285133365E-4    0.040213422667495335     -0.003910471339893613    0.40188127982863514      -0.041236794195932826    3.756145667251198        -0.5223619228561516      15.449694613938048       0.20385170449345688      19.023622728472365       9.89079776071766         35.13433848200788        -2.259514876356303
0.49998641804482385       0.32403835865203373      0.004033012605208796     -6.494956307714649E-7    0.040329785737743845     -2.8601070552458498E-5   0.4029602066614773       -0.002487962707510383    3.7598800168925837       -0.1821344311533637      15.534305898093669       1.024744656848753        20.099763995689212       9.233696376710038        35.69050201437083        -2.6942868572925054
0.5300491658187579        0.3078300666424792       0.004299131309045595     5.514688533831154E-4     0.04299029178651095      0.00549218704432194      0.4294747773182425       0.05260247179516144      4.001012024564132        0.2991579590623377       16.8308492106075         2.128807746200875        24.427789724830987       8.797850928622225        41.76137796724049        -2.9596287021449688
0.5200286166746834        0.3240231511165739       0.004021536207202796     3.874647157912062E-4     0.04021418966160253      0.003852570454062822     0.4017228256294511       0.036271977114449246     3.74301206753186         0.15889493372859245      15.583521467671387       1.7766198585827573       21.11840644965815        8.47536340447894         35.87845015643712        -2.905940275113886
0.4498535745471813        0.34018889296501165      0.0036516404068051883    -0.0010125298300916361   0.0365191545196501       -0.01014583942685379     0.3651971284422049       -0.10336482745559332     3.434644166758838        -1.0624992218934006      13.937568175234931       -1.2998498540325674      14.496763873179745       9.669031951430904        29.411562380837434       -2.1955264418194957
0.46991321917181095       0.34021529561985236      0.0036945089290554693    -6.097927637134965E-4    0.036946619734883286     -0.0061189014791098555   0.36934498935868015      -0.06319322757655643     3.4628852850244587       -0.7094987006088455      14.068148837767156       -0.3324765365518813      15.664176172793335       9.247411793519783        30.13826950605257        -2.5806600051854827
0.41977317721846924       0.35628457603204516      0.003231599507740608     -0.0016715235718021396   0.03232203669394731      -0.016733644865488808    0.3235920387982516       -0.16894643864663741     3.075622570966454        -1.633105256085252       12.346631608700605       -3.0627742003069915      10.172526391371214       9.021601589268014        24.66140206056737        -2.3613847917470614
0.4398373192212954        0.3563314945053202       0.0032994406036318696    -0.0012616625558596773   0.032998903643323314     -0.012635757119880351    0.3301988098095157       -0.1280912919472175      3.123425598671013        -1.2726011648328344      12.49816249733192        -1.939392812684454       11.341135966725234       8.861999433713748        25.40002309644864        -2.6376165768794277
0.3397567813759362        0.4837145400376759       3.30292534822804E-4      -0.0037212430979079226   0.003327290717141587     -0.03721376969328313     0.035680958509805426     -0.3718406308246776      0.5192896159357959       -3.3576741532424363      0.9844744361403599       -8.974666381359372       -5.906088899092414       2.3636545538056595       5.555256998597668        -1.7042196166544716
0.34833481291912116       0.4573762668350947       8.804488175284179E-4     -0.00350819752681956     0.008826814577630848     -0.03508650384812914     0.09043852973681699      -0.35090263064032007     1.0205543535261252       -3.1881037232492493      3.222427347343317        -8.392462102924343       -3.758050268043276       3.4701937866825574       9.631754676855143        -2.2593315396581928
