           1         141         211
    0.00000000   -1.00000000   -0.99743500   -0.99183400   -0.98418600   -0.97581400   -0.96816600   -0.96256500   -0.96000000   -0.95679400   -0.94979300   -0.94023200   -0.92976800   -0.92020700   -0.91320600   -0.91000000   -0.90679400   -0.89979300   -0.89023200   -0.87976800   -0.87020700   -0.86320600   -0.86000000   -0.85551100   -0.84571000   -0.83232500   -0.81767500   -0.80429000   -0.79448900   -0.79000000   -0.78487000   -0.77366800   -0.75837200   -0.74162800   -0.72633200   -0.71513000   -0.71000000   -0.70358700   -0.68958500   -0.67046500   -0.64953500   -0.63041500   -0.61641300   -0.61000000   -0.60294600   -0.58754400   -0.56651100   -0.54348900   -0.52245600   -0.50705400   -0.50000000   -0.49102200   -0.47141900   -0.44465100   -0.41534900   -0.38858100   -0.36897800   -0.36000000   -0.34973900   -0.32733600   -0.29674400   -0.26325600   -0.23266400   -0.21026100   -0.20000000   -0.18717400   -0.15917000   -0.12093000   -0.07907010   -0.04083000   -0.01282600   -0.00000000    0.01282600    0.04083000    0.07907010    0.12093000    0.15917000    0.18717400    0.20000000    0.21026100    0.23266400    0.26325600    0.29674400    0.32733600    0.34973900    0.36000000    0.36897800    0.38858100    0.41534900    0.44465100    0.47141900    0.49102200    0.50000000    0.50705400    0.52245600    0.54348900    0.56651100    0.58754400    0.60294600    0.61000000    0.61641300    0.63041500    0.64953500    0.67046500    0.68958500    0.70358700    0.71000000    0.71513000    0.72633200    0.74162800    0.75837200    0.77366800    0.78487000    0.79000000    0.79448900    0.80429000    0.81767500    0.83232500    0.84571000    0.85551100    0.86000000    0.86320600    0.87020700    0.87976800    0.89023200    0.89979300    0.90679400    0.91000000    0.91320600    0.92020700    0.92976800    0.94023200    0.94979300    0.95679400    0.96000000    0.96256500    0.96816600    0.97581400    0.98418600    0.99183400    0.99743500    1.00000000
   -1.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000   -0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000   -0.00000000   -0.00000000
   -0.99871700   -0.00000000    0.00062043    0.00105398    0.00079506    0.00044439    0.00026458    0.00016627    0.00013011    0.00005306   -0.00008183   -0.00013179   -0.00012206   -0.00007072   -0.00007560   -0.00007439   -0.00007700   -0.00020145   -0.00027982    0.00008875    0.00044176    0.00029095    0.00018418   -0.00001726   -0.00014136   -0.00001840   -0.00005092    0.00007186    0.00017968    0.00013061    0.00013902    0.00004712    0.00000501    0.00000330    0.00004226    0.00004983    0.00006160    0.00005209    0.00000828    0.00001883   -0.00012616   -0.00023090   -0.00024084   -0.00018037   -0.00020973    0.00003434    0.00034093    0.00062496    0.00022178   -0.00004538   -0.00021517   -0.00039755   -0.00056403   -0.00028214    0.00004408   -0.00005199    0.00016993   -0.00001711    0.00023775   -0.00025740   -0.00024089   -0.00020888   -0.00006735   -0.00035330   -0.00048425    0.00008186   -0.00104740   -0.00063017    0.00000441   -0.00005824   -0.00029054   -0.00019763   -0.00034303    0.00010235    0.00010640   -0.00007339   -0.00010108   -0.00005195   -0.00002923   -0.00004066   -0.00005503   -0.00004814   -0.00004203   -0.00005034   -0.00003275   -0.00002546   -0.00001789   -0.00002185   -0.00006516   -0.00008992   -0.00007960   -0.00007280   -0.00006895   -0.00006507   -0.00004928   -0.00002753   -0.00001706   -0.00002935   -0.00004975   -0.00006363   -0.00007060   -0.00008204   -0.00005281   -0.00000310    0.00001275   -0.00000335   -0.00001493   -0.00002877   -0.00005059   -0.00008909   -0.00010358   -0.00007978   -0.00006034   -0.00005643   -0.00005314   -0.00003383   -0.00001149   -0.00000464   -0.00001879   -0.00003532   -0.00004627   -0.00005128   -0.00007264   -0.00009166   -0.00010679   -0.00008647   -0.00005652   -0.00004015   -0.00002328    0.00001399    0.00007300    0.00020257    0.00035606    0.00043936    0.00046342    0.00044911    0.00044577    0.00042920    0.00056575    0.00083299    0.00054927   -0.00000000
   -0.99591700    0.00000000    0.00531011    0.00872862    0.00647601    0.00349063    0.00187010    0.00109930    0.00061498    0.00008313   -0.00098940   -0.00125311   -0.00105996   -0.00064630   -0.00071689   -0.00068954   -0.00079830   -0.00164051   -0.00213965    0.00061112    0.00355857    0.00261486    0.00174169    0.00012181   -0.00093125   -0.00001111   -0.00009239    0.00092546    0.00162935    0.00126149    0.00135761    0.00061732    0.00019113   -0.00001792    0.00021543    0.00021967    0.00024405    0.00007821   -0.00034854   -0.00025156   -0.00108259   -0.00163399   -0.00133024   -0.00067203   -0.00068991    0.00122163    0.00295071    0.00396155    0.00022416   -0.00130374   -0.00282163   -0.00350739   -0.00459825   -0.00229831   -0.00006893   -0.00084968    0.00137413   -0.00044005    0.00153240   -0.00254545   -0.00217950   -0.00173372   -0.00079443   -0.00305021   -0.00307739   -0.00001449   -0.00934797   -0.00528609   -0.00007386   -0.00060492   -0.00356960   -0.00130998   -0.00199676    0.00118699    0.00087983   -0.00067408   -0.00080367   -0.00032888   -0.00019739   -0.00030036   -0.00038360   -0.00033795   -0.00032323   -0.00037252   -0.00021826   -0.00015237   -0.00010357   -0.00015053   -0.00052384   -0.00073905   -0.00065797   -0.00058572   -0.00054690   -0.00050531   -0.00036689   -0.00020027   -0.00011627   -0.00021227   -0.00038952   -0.00050711   -0.00056756   -0.00067757   -0.00042257    0.00005972    0.00021178    0.00002896   -0.00009542   -0.00023337   -0.00045944   -0.00080685   -0.00094698   -0.00072274   -0.00052085   -0.00045013   -0.00040439   -0.00022356    0.00001660    0.00010036   -0.00003433   -0.00020465   -0.00031752   -0.00036979   -0.00056753   -0.00075901   -0.00091329   -0.00080134   -0.00060323   -0.00047934   -0.00037335   -0.00008435    0.00039934    0.00148883    0.00285214    0.00365149    0.00385062    0.00387426    0.00386269    0.00388215    0.00497510    0.00703023    0.00476723   -0.00000000
   -0.99209300   -0.00000000    0.01547512    0.02474168    0.01764818    0.00890634    0.00427455    0.00207613    0.00052438   -0.00079723   -0.00328021   -0.00325345   -0.00244600   -0.00129237   -0.00153624   -0.00144311   -0.00194881   -0.00422766   -0.00604161    0.00201093    0.01091080    0.00823619    0.00567871    0.00103669   -0.00205702    0.00101332    0.00226816    0.00470176    0.00547899    0.00465789    0.00435698    0.00209141    0.00073360   -0.00020565    0.00008290   -0.00021663   -0.00028966   -0.00091608   -0.00210230   -0.00237967   -0.00462542   -0.00533541   -0.00358485   -0.00115902   -0.00038119    0.00592385    0.01047975    0.01061058   -0.00103929   -0.00486737   -0.01048719   -0.01008948   -0.01278019   -0.00679043   -0.00158568   -0.00398038    0.00381894   -0.00178711    0.00308520   -0.00812601   -0.00681863   -0.00542076   -0.00324853   -0.00909157   -0.00780615   -0.00115949   -0.02717519   -0.01713677   -0.00096210   -0.00228020   -0.01561408   -0.00331559   -0.00309755    0.00454445    0.00277531   -0.00197731   -0.00226019   -0.00082693   -0.00039080   -0.00080184   -0.00094739   -0.00080219   -0.00077593   -0.00086370   -0.00044781   -0.00028746   -0.00019557   -0.00040725   -0.00143330   -0.00203526   -0.00186681   -0.00163491   -0.00149518   -0.00136776   -0.00096612   -0.00051884   -0.00022990   -0.00043047   -0.00090393   -0.00124836   -0.00140902   -0.00178164   -0.00112048    0.00047604    0.00103772    0.00037227   -0.00005109   -0.00051778   -0.00129008   -0.00241552   -0.00295695   -0.00225798   -0.00149633   -0.00118489   -0.00095887   -0.00034445    0.00052935    0.00087177    0.00040583   -0.00021677   -0.00061853   -0.00079978   -0.00145962   -0.00212869   -0.00270453   -0.00254974   -0.00209682   -0.00174229   -0.00153912   -0.00079530    0.00038597    0.00333315    0.00756665    0.01054261    0.01137117    0.01191836    0.01218470    0.01261813    0.01561304    0.02112639    0.01450978   -0.00000000
   -0.98790700   -0.00000000    0.02649420    0.04224080    0.02882251    0.01364466    0.00595870    0.00182273   -0.00087711   -0.00299863   -0.00604695   -0.00398491   -0.00207226   -0.00022684   -0.00098840   -0.00074354   -0.00207242   -0.00591034   -0.01094636    0.00491808    0.02370820    0.01827226    0.01290247    0.00397921   -0.00249182    0.00511977    0.01026104    0.01164911    0.01065569    0.00879478    0.00773578    0.00324104    0.00031248   -0.00108046   -0.00034906   -0.00131548   -0.00152643   -0.00255975   -0.00436648   -0.00628148   -0.01140886   -0.01437470   -0.01364704   -0.01042497   -0.00827023    0.00427383    0.01956338    0.02628024    0.00383135   -0.00628199   -0.01777580   -0.01642955   -0.02042040   -0.01096958   -0.00388755   -0.00919344    0.00457959   -0.00341014    0.00291102   -0.01449633   -0.01364016   -0.01083333   -0.00716948   -0.01687780   -0.01402430   -0.00308077   -0.04561590   -0.03532946   -0.00401561   -0.00660827   -0.03223079   -0.00722636   -0.00459988    0.01030495    0.00567281   -0.00305496   -0.00398491   -0.00195939   -0.00049741   -0.00162919   -0.00172602   -0.00125830   -0.00107678   -0.00111594   -0.00048650   -0.00037420   -0.00032210   -0.00097179   -0.00249462   -0.00324103   -0.00319030   -0.00290591   -0.00262111   -0.00242454   -0.00171346   -0.00099452   -0.00039208   -0.00052444   -0.00112745   -0.00162086   -0.00183421   -0.00238887   -0.00145833    0.00139990    0.00254372    0.00126019    0.00047374   -0.00039158   -0.00188626   -0.00411198   -0.00545627   -0.00424031   -0.00250260   -0.00173615   -0.00116667    0.00020586    0.00198963    0.00271257    0.00161889    0.00026189   -0.00058540   -0.00096453   -0.00229467   -0.00366062   -0.00489128   -0.00477816   -0.00400960   -0.00334962   -0.00305492   -0.00189168   -0.00040866    0.00397787    0.01170945    0.01837754    0.02065666    0.02246518    0.02406561    0.02550041    0.03052504    0.03976365    0.02709702   -0.00000000
   -0.98408300    0.00000000    0.03331967    0.05433903    0.03628790    0.01644150    0.00668663    0.00062525   -0.00288529   -0.00559337   -0.00787167   -0.00228981    0.00109824    0.00328855    0.00188740    0.00227427    0.00030334   -0.00467728   -0.01711040    0.00350723    0.03673819    0.03068997    0.02241599    0.00954830   -0.00023663    0.01183396    0.02011699    0.01727848    0.01381101    0.01084171    0.00889810    0.00282468   -0.00178571   -0.00217190   -0.00041866   -0.00168285   -0.00245543   -0.00354897   -0.00578575   -0.00928017   -0.01693383   -0.02563329   -0.03105377   -0.03001802   -0.02801938   -0.01362354    0.01533009    0.04496027    0.02114719    0.00076085   -0.01556099   -0.01751190   -0.02269885   -0.01070833   -0.00409756   -0.01281781    0.00044278   -0.00477290   -0.00046078   -0.01844700   -0.02189327   -0.01689347   -0.01001810   -0.02411104   -0.01832083   -0.00686401   -0.05875949   -0.05307466   -0.00862494   -0.01538589   -0.03747432   -0.01320275   -0.00852056    0.01629163    0.00901708   -0.00311840   -0.00498941   -0.00375706   -0.00080624   -0.00284168   -0.00283174   -0.00170107   -0.00125098   -0.00118161   -0.00029426   -0.00037431   -0.00041739   -0.00180263   -0.00357614   -0.00377519   -0.00398465   -0.00406101   -0.00366958   -0.00348699   -0.00249355   -0.00165891   -0.00089744   -0.00084527   -0.00123737   -0.00160270   -0.00170373   -0.00193569   -0.00073395    0.00270435    0.00411922    0.00244514    0.00144279    0.00033340   -0.00170660   -0.00492537   -0.00724964   -0.00580059   -0.00302267   -0.00171767   -0.00071099    0.00156090    0.00416244    0.00502296    0.00309161    0.00094144   -0.00033395   -0.00094564   -0.00288558   -0.00490072   -0.00677797   -0.00664573   -0.00534995   -0.00435334   -0.00382156   -0.00231743   -0.00113505    0.00341810    0.01371998    0.02416342    0.02833818    0.03175657    0.03581793    0.03892472    0.04552104    0.05739980    0.03842201   -0.00000000
   -0.98128300   -0.00000000    0.03570652    0.06007449    0.04023795    0.01777141    0.00701636   -0.00033876   -0.00411232   -0.00716968   -0.00798930    0.00041021    0.00464302    0.00688065    0.00539598    0.00589789    0.00425923   -0.00175083   -0.02424679   -0.00374214    0.04283638    0.03901461    0.02993127    0.01537901    0.00459974    0.01754083    0.02572466    0.01960458    0.01452461    0.01157039    0.00829675    0.00161153   -0.00367290   -0.00236827   -0.00004876   -0.00125013   -0.00265567   -0.00393232   -0.00658346   -0.01089410   -0.01945976   -0.03283284   -0.04432774   -0.04587424   -0.04533352   -0.03329356    0.00072532    0.05102178    0.04110641    0.01390026   -0.00543674   -0.01272435   -0.02046628   -0.00731880   -0.00215451   -0.01306269   -0.00576692   -0.00558499   -0.00539167   -0.01976923   -0.02931116   -0.02276300   -0.01063133   -0.02877483   -0.01928071   -0.01201020   -0.06707178   -0.06474832   -0.01257409   -0.02513529   -0.03369547   -0.01866267   -0.01115697    0.01976986    0.01212133   -0.00252677   -0.00497383   -0.00509351   -0.00140281   -0.00390884   -0.00393180   -0.00207626   -0.00139301   -0.00133697   -0.00009447   -0.00025860   -0.00034722   -0.00238992   -0.00451159   -0.00387141   -0.00412017   -0.00479076   -0.00440299   -0.00429405   -0.00311633   -0.00226052   -0.00159368   -0.00146292   -0.00155892   -0.00168743   -0.00158099   -0.00120811    0.00047535    0.00397860    0.00526717    0.00346656    0.00241573    0.00124555   -0.00101956   -0.00482998   -0.00786345   -0.00645423   -0.00301693   -0.00131168    0.00008669    0.00302899    0.00616356    0.00682217    0.00420814    0.00145462   -0.00010650   -0.00090871   -0.00324481   -0.00573080   -0.00818442   -0.00800632   -0.00602980   -0.00465858   -0.00377153   -0.00191659   -0.00128261    0.00272020    0.01438171    0.02741082    0.03311735    0.03781777    0.04430149    0.04916947    0.05683850    0.06999682    0.04603714   -0.00000000
   -0.98000000   -0.00000000    0.03606789    0.06184228    0.04170046    0.01834438    0.00723015   -0.00066866   -0.00455218   -0.00775110   -0.00777414    0.00205127    0.00700982    0.00932340    0.00777823    0.00815959    0.00688954    0.00000985   -0.02794747   -0.00775255    0.04460025    0.04201721    0.03320559    0.01820440    0.00752641    0.02049481    0.02769210    0.02045198    0.01446877    0.01141030    0.00788796    0.00097355   -0.00423772   -0.00219505    0.00023637   -0.00098311   -0.00242377   -0.00387792   -0.00677847   -0.01153304   -0.02050050   -0.03609413   -0.05072693   -0.05358966   -0.05384466   -0.04281664   -0.00663020    0.05028068    0.05032510    0.02183592    0.00202973   -0.00865593   -0.01818886   -0.00488414   -0.00065192   -0.01242434   -0.00936698   -0.00580083   -0.00819979   -0.02004406   -0.03299281   -0.02607766   -0.01055619   -0.03050834   -0.01899349   -0.01512758   -0.07064113   -0.06937075   -0.01467149   -0.02999650   -0.03170681   -0.02151990   -0.01215152    0.02089050    0.01373332   -0.00204620   -0.00473973   -0.00553869   -0.00180707   -0.00440756   -0.00450623   -0.00226153   -0.00145819   -0.00147668   -0.00003149   -0.00017873   -0.00026553   -0.00258983   -0.00497198   -0.00387939   -0.00404293   -0.00505195   -0.00471169   -0.00465507   -0.00340788   -0.00254141   -0.00199667   -0.00187554   -0.00182222   -0.00181421   -0.00158970   -0.00085997    0.00115608    0.00464953    0.00579552    0.00397171    0.00292460    0.00176822   -0.00054014   -0.00456417   -0.00788886   -0.00654740   -0.00287525   -0.00098641    0.00058158    0.00381295    0.00715177    0.00763707    0.00471148    0.00168472   -0.00000399   -0.00089903   -0.00341402   -0.00613766   -0.00893237   -0.00874252   -0.00634804   -0.00474560   -0.00362979   -0.00154592   -0.00122229    0.00239256    0.01455394    0.02867020    0.03506638    0.04034960    0.04806099    0.05388487    0.06204462    0.07559224    0.04927332   -0.00000000
   -0.97871700    0.00000000    0.03602935    0.06305703    0.04298198    0.01880852    0.00744677   -0.00088015   -0.00467470   -0.00793521   -0.00699015    0.00381159    0.00888145    0.01112840    0.00981844    0.01026978    0.00967302    0.00198598   -0.03185740   -0.01232110    0.04488470    0.04398172    0.03626621    0.02132826    0.01122022    0.02288838    0.02871195    0.02084334    0.01451478    0.01146969    0.00751728    0.00033029   -0.00472968   -0.00187565    0.00073930   -0.00049640   -0.00205965   -0.00377421   -0.00700875   -0.01218039   -0.02139789   -0.03877224   -0.05604110   -0.05989612   -0.06116847   -0.05170393   -0.01556857    0.04700831    0.05898870    0.03095045    0.01121364   -0.00321686   -0.01514934   -0.00206671    0.00120508   -0.01120649   -0.01321711   -0.00597909   -0.01127573   -0.02014101   -0.03677371   -0.02988623   -0.01024211   -0.03198424   -0.01834402   -0.01867888   -0.07422836   -0.07359137   -0.01677579   -0.03510519   -0.02967974   -0.02437157   -0.01269122    0.02153842    0.01552073   -0.00145600   -0.00436435   -0.00582464   -0.00224611   -0.00485749   -0.00510121   -0.00245735   -0.00151549   -0.00166565   -0.00000250   -0.00008048   -0.00014762   -0.00271471   -0.00545163   -0.00389545   -0.00387449   -0.00524829   -0.00498867   -0.00500530   -0.00369517   -0.00281381   -0.00242497   -0.00235361   -0.00217157   -0.00203991   -0.00168510   -0.00056897    0.00186449    0.00536149    0.00632402    0.00448824    0.00346288    0.00233402    0.00002833   -0.00415169   -0.00773332   -0.00649665   -0.00263078   -0.00059269    0.00115599    0.00464755    0.00816880    0.00843386    0.00519915    0.00191164    0.00009571   -0.00088489   -0.00357739   -0.00656368   -0.00977202   -0.00959532   -0.00670994   -0.00482526   -0.00342966   -0.00106470   -0.00109493    0.00206811    0.01469212    0.02983732    0.03690991    0.04274771    0.05171856    0.05856504    0.06723809    0.08105836    0.05232587    0.00000000
